name_as_recorded,role,name_agr,source_authority_uri,instance_of,authorized_label,structured_value
Arthur Golding,author,,,human,Arthur Golding,Q1932211
"Arundel, Philip Howard Earl of, Saint 1557-1595.",author,,,human,"Philip Howard, 20th Earl of Arundel",Q336320
"Ascherson, C. S",former owner,,,human,Charles Stephen Ascherson,Q51376234
"Ashburner, Walter, 1864-1936",former owner,,http://id.loc.gov/authorities/names/n84056231,human,Walter Ashburner,Q52155775
"Ashburnham, Bertram Ashburnham, Earl of, 1797-1878",former owner,,http://id.loc.gov/authorities/names/n82255127,human,"Bertram Ashburnham, 4th Earl of Ashburnham",Q21855104
"Ashkenazi, Peretz ben Yehuda Mintz",former owner,,,human,Peretz ben Yehuda Mintz Ashkenazi,Q116250351
"Ashworth, Benjamin",former owner,,,human,Benjamin Ashworth,Q114242428
"Assemani, Antonio",former owner,,,human,Antonio Assemani,Q116250586
"Astarābādī, ʻAlī ibn Kamāl al-Dīn Maḥmūd",scribe,استرابادي، علي بن كمال الدين محمود،,,human,ʻAlī ibn Kamāl al-Dīn Maḥmūd Astarābādī,Q116250121
Athanasius (Alexandrinus Athanasius),author,,,human,Athanasios of Alexandria,Q44024
Athanasius of Alexandria,author,,,human,Athanasios of Alexandria,Q44024
Auchinleck Library,former owner,,,organization,Auchinleck Community Library,Q62631900
Audax,author,,,human,Audax,Q28441319
"Augurelli, Giovanni Aurelio ca. 1456-1524?",author,,,human,Giovanni Aurelio Augurello,Q2020328
Augustine,author,,,human,Augustine of Hippo,Q8018
Augustine (Aurelius Augustinus),author,,,human,Augustine of Hippo,Q8018
Augustine of Hippo,author,,,human,Augustine of Hippo,Q8018
Augustine of Hippo?,author,,,human,Augustine of Hippo,Q8018
"Augustine Saint, Bishop of Hippo.",author,,,human,Augustine of Hippo,Q8018
"Augustine, attributed to",author,,,human,Augustine of Hippo,Q8018
"Augustine, of Hippo, Saint, 354-430",author,,,human,Augustine of Hippo,Q8018
"Augustine, of Hippo, Saint, 354-430",author,,http://viaf.org/viaf/66806872,human,Augustine of Hippo,Q8018
"Augustine, of Hippo, Saint, 354-430",author,,http://id.loc.gov/authorities/names/n80126290,human,Augustine of Hippo,Q8018
"Augustine, Saint, Bishop of Hippo",author,,http://id.loc.gov/authorities/names/n80126290.html,human,Augustine of Hippo,Q8018
"Augustine, Saint, Bishop of Hippo",author,,http://viaf.org/viaf/66806872/,human,Augustine of Hippo,Q8018
Augustine?,author,,,human,Augustine of Hippo,Q8018
Augustinians,author,,http://id.loc.gov/authorities/names/n80119539,organization,Augustinians,Q29075
Augustinus de Leonissa,author,,,human,Augustinus de Leonissa,Q112416909
"Augustus Frederick, Prince, Duke of Sussex, 1773-1843",former owner,,http://id.loc.gov/authorities/names/n82220757,human,"Prince Augustus Frederick, Duke of Sussex",Q375467
Aulus Gellius,author,,,human,Aulus Gellius,Q294800
Aulus Hirtius,author,,,human,Aulus Hirtius,Q354990
Aulus Sabinus,author,,,human,Sabinus,Q546629
"Auslin, Johan",former owner,,,human,"Austin, Jehan",Q114075346
Ausonius,author,,,human,Ausonius,Q234593
Austin Presbyterian Theological Seminary,former owner,,,human,Austin Presbyterian Theological Seminary,Q4823243
"Austin, Jehan",former owner,,,human,"Austin, Jehan",Q114075346
"Autolycus, active 2nd century",author,,,human,Autolycus of Pitane,Q451390
"Autolycus, active 2nd century",author,"اوطولوقس, active 2nd century",,human,Autolycus of Pitane,Q451390
"Autpertus, Ambrosius d. 784.",author,,,human,Autpert Ambrose,Q459604
"Auzina, Francisco",author,,,human,Francisco Auzina,Q116250558
"Avalos, Costanza d', Marquesa del Vasto.",author,,,human,"Costanza d'Avalos, Duchess of Francavilla",Q11964141
Averoes?,author,,,human,Averroes,Q39837
"Averroës, 1126-1198",author,,http://id.loc.gov/authorities/names/n81027798,human,Averroes,Q39837
Avicenna,author,,,human,Avicenna,Q8011
"Avicenna, 980-1037",author,,http://id.loc.gov/authorities/names/n80002386,human,Avicenna,Q8011
"Avicenna, 980-1037",author,"ابن سينا, 980-1037",http://id.loc.gov/authorities/names/n80002386,human,Avicenna,Q8011
"Avicenna, 980-1037",author,ابن سينا، 980-1037,http://id.loc.gov/authorities/names/n80002386,human,Avicenna,Q8011
"Ayala, Diego de, active 1576-1578",former owner,,http://id.loc.gov/authorities/names/no2016085800,human,Diego de Ayala,Q116250459
Azo of Bologna,author,,,human,Azo of Bologna,Q531181
"Babthorpe, William",former owner,,,human,William Babthorpe,Q8004899
"Bacon, Nathaniel 1547-1622.",author,,,human,Nathaniel Bacon,Q6969488
"Bacon, Nicholas Sir 1509-1579.",author,,,human,Nicholas Bacon,Q608866
Baebius Italicus,author,,,human,Publius Baebius Italicus,Q718552
"Baghdādī, Muḥammad ibn ʻAbd Allāh ibn al-Mujill",scribe,بغدادي، محمد بن عبد الله بن المجل،,,human,Muḥammad ibn ʻAbd Allāh ibn al-Mujill Baghdādī,Q116250606
Bagnano family,author,,,organization,Bagnano family,Q116730914
"Baier, Johann David",former owner,,,human,Johann David Baier,Q55674108
"Baillie-Weaver, Harold, -1926",former owner,,,human,Harold Baillie Weaver,Q18821788
"Balbi, Jacobus",author,,,human,Jacobus Balbi,Q116250637
"Baldovinetti, Giovanni",former owner,,,human,Giovanni Baldovinetti,Q116065836
Baldus de Ubaldis,author,,,human,Baldus de Ubaldis,Q504929
"Balthasar, de Piscia, 15th century",author,,,human,Balthasar de Piscia,Q116250665
"Bannānī, Muḥammad ibn Aḥmad ibn Ṣāliḥ",scribe,بناني، محمد احمد بن صالح,,human,Muḥammad ibn Aḥmad ibn Ṣāliḥ Bannānī,Q114242430
"Bannānī, Muḥammad ibn al-Ḥasan, 1720 or 1721-1780",author,بناني، محمد بن الحسن، 1720 أو 1721-1780,,human,Al-Bannani,Q16145863
"Barbaro, Francesco 1390-1454.",author,,,human,Francesco Barbaro,Q712032
"Barber, Thomas",former owner,,,human,Thomas Barber,Q113817394
"Barberini, Raffaello 1532-1582.",author,,,human,Raffaello Barberini,Q15735630
"Barker-Benfield, B. C",former owner,,,human,B.C. Barker-Benfield,Q113817294
"Barker-Benfield, B. C",former owner,,http://id.loc.gov/authorities/names/n81140891,human,B.C. Barker-Benfield,Q113817294
"Barnston, H. Charles",former owner,,,human,H. Charles Barnston,Q116250696
"Barrois, Joseph, approximately 1785-1855",former owner,,http://id.loc.gov/authorities/names/nr97040610,human,Joseph Barrois,Q97783947
Bartholomaeus Anglicus,author,,,human,Bartholomeus Anglicus,Q809312
Bartholomaeus Brixiensis,author,,,human,Bartholomew of Brescia,Q809304
Bartholomaeus Carthusiensis,author,,,human,Bartholomäus von Maastricht,Q55132808
Bartholomaeus de Chaimis,author,,,human,Bartolomeo Caimi,Q55226197
Bartholomaeus de Chaimis.,author,,,human,Bartolomeo Caimi,Q55226197
Bartholomaeus de Pisis,author,,,human,Bartolomeo da Rinonico,Q809391
Bartholomaeus de S. Concordio (Bartholomaeus Pisanus),author,,,human,Bartholomew of San Concordio,Q3635444
Bartholomaeus de Sancto Concordio,author,,,human,Bartholomew of San Concordio,Q3635444
Bartholomaeus de Sancto Concordio.,author,,,human,Bartholomew of San Concordio,Q3635444
Bartholomaeus de Saxoferrato,author,,,human,Bartolus de Saxoferrato,Q439050
Bartholomaeus de Vitellensibus,author,,,human,Bartolomeo Vitelleschi,Q374618
Bartholomaeus Oxoniensis,author,,,human,Bartholomew Iscanus,Q4865261
"Bartholomaeus, Anglicus, active 13th century",author,,http://id.loc.gov/authorities/names/n81078877,human,Bartholomew Anglicus,Q809312
"Bartholomeus, de Vitellensibus de Corneto",author,,,human,Bartholomeus de Vitellensibus de Corneto,Q116250675
Bartholomew of San Concordia c.1260-1347,author,,,human,Bartholomew of San Concordio,Q3635444
Bartholomew of San Concordio 1262-1347.,author,,,human,Bartholomew of San Concordio,Q3635444
"Bartholomew, Bishop of Vicenza",author,,,human,Bartholomew of Braganca,Q4865302
"Bartholomew, Bishop of Vicenza, approximately 1200-1270",author,,http://id.loc.gov/authorities/names/nr2001016327,human,Bartholomew of Braganca,Q4865302
Bartolomé de las Casas,author,,,human,Bartolomé de Las Casas,Q207416
Bartolomeo Cepolla,author,,,human,Bartolomeo Cipolla,Q2932838
Bartolomeo da Ferrara.,author,,,human,Bartolomeo of Ferrara,Q93876431
"Bartolomeo da San Miniato, Bartolomeo di",author,,,human,Bartolomeo di Bartolomeo da San Miniato,Q116250707
Bartolomeu Velho,author,,,human,Bartolomeu Velho,Q265633
"Bartolomeus, de Velo Luxiane",scribe,,,human,Bartolomeus de Velo Luxiane,Q116250761
Bartolus de Saxoferrato,author,,,human,Bartolus de Saxoferrato,Q439050
Bartolux de Saxoferrato,author,,,human,Bartolus de Saxoferrato,Q439050
"Barzizza, Gasparino ca. 1360-1431.",author,,,human,Gasparinus de Bergamo,Q1236187
Basil,author,,,human,Basil of Caesarea,Q44258
"Basil Saint, Bishop of Caesarea ca. 329-379.",author,,,human,Basil of Caesarea,Q44258
Basil the Great,author,,,human,Basil of Caesarea,Q44258
"Basil, Saint, Bishop of Caesarea, approximately 329-379",author,,http://id.loc.gov/authorities/names/n80004066.html,human,Basil of Caesarea,Q44258
Batide Rolande,author,,,human,Batide Rolande,Q116250776
Battista Agnese,author,,,human,Battista Agnese,Q612967
Battista Malatesta,author,,,human,Battista Malatesta,Q4869934
Baudhāyana,author,,,human,Baudhayana,Q3384944
Baudouin d'Avesnes.,author,,,human,Baldwin of Avesnes,Q466184
"Baugh, Albert C. 1891-1981",former owner,,http://id.loc.gov/authorities/names/n50005429,human,Albert C. Baugh,Q4709851
"Bayard, Jean",author,,http://id.loc.gov/authorities/names/n2008072938,human,Jean Bayard,Q116066006
"Bayḍāwī, ʻAbd Allāh ibn ʻUmar, -1286",author,بيضاوي، عبد الله بن عمر، -1286؟,,human,Baidawi,Q287573
"Bayle, H",former owner,,,human,H. Bayle,Q116172472
"Beatty, A. Chester Sir, 1875-1968",former owner,,,human,Alfred Chester Beatty,Q1387981
"Beatty, A. Chester Sir, 1875-1968",former owner,,http://id.loc.gov/authorities/names/n79112307,human,Alfred Chester Beatty,Q1387981
"Beccadelli, Antonio 1394-1471.",author,,,human,Antonio Beccadelli,Q599858
"Beck, Helmut, 1919-2001",former owner,,,human,Helmut Beck,Q94821473
Beda Venerabilis,author,,,human,Bede,Q154938
Bede,author,,,human,Bede,Q154938
"Bede the Venerable, Saint 673-735.",author,,,human,Bede,Q154938
Bede?,author,,,human,Bede,Q154938
"Bedford, John Plantagenet, Duke of, 1389-1435",author,,http://id.loc.gov/authorities/names/nr94011215,human,"John of Lancaster, 1st Duke of Bedford",Q348441
"Beer, John T. approximately 1826-1903",former owner,,http://id.loc.gov/authorities/names/nr93022576,human,John Thomas Beer,Q116250783
Belonged ca. 1870 to John Milne Buckie.,former owner,,,human,John Milne Buckie,Q114242431
Belonged to Charles Sumner (1811-1874).,former owner,,,human,Charles Sumner,Q1066198
Belonged to George Dunn (1864-1912).,former owner,,,human,George Dunn,Q5538678
Belonged to James Melville Hunnewell (1879-1954).,former owner,,,human,James Melville Hunnewell,Q105743174
Belonged to Karen Gould (1946-2012); gift of Lewis Gould to the Nelson-Atkins Museum of Art in 2012 in his wife's memory.,former owner,,,human;human,Karen L. Gould;Lewis L. Gould,Q6369801;Q112391468
Belonged to Karen Gould (1946-2012); gift of Lewis Gould to the Nelson-Atkins Museum of Art in 2015 in his wife's memory.,former owner,,,human;human,Karen L. Gould;Lewis L. Gould,Q6369801;Q112391468
Belonged to Otto Heinrich Friederich Vollbehr (1869-1945/1946?).,former owner,,,human,Otto Vollbehr,Q23906104
Belonged to Paolo Guerrini (1880-1960).,former owner,,,human,Paolo Guerrini,Q61476535
Belonged to Renato Piattoli (1906-1974).,former owner,,,human,Renato Piattoli,Q16595519
Belonged to Rosamond Bowditch Loring (1889-1950).,former owner,,,human,Rosamond B. Loring,Q60402722
Belonged to Thomas E. Marston (date and place of his acquisition not recorded).,former owner,,,human,Thomas E. Marston,Q114666017
Belonged to Thomas E. Marston; his source and date of acquisition unknown.,former owner,,,human,Thomas E. Marston,Q114666017
"Beltamino, Joannes Thomas",author,,,human,Joannes Thomas Beltamino,Q116250805
Bene da Firenze,author,,,human,Bene da Firenze,Q3637998
Benedetto Buondelmonti,author,,,human,Benedetto Buondelmonti,Q112752545
Benedict,author,,,human,Benedict of Nursia,Q44265
"Benedict Saint, Abbot of Monte Cassino.",author,,,human,Benedict of Nursia,Q44265
Benedict the deacon.,author,,,human,Benedict Levita,Q4887294
Benedict XII,author,,,human,Benedict XII,Q170389
Benedict XIII [antipope],author,,,human,Benedict XIII,Q310371
Benedict?,author,,,human,Benedict of Nursia,Q44265
"Benedictine monastery of Saint Peter in Erfurt (known as Petersburg), reputedly founded by King Dagobert in the seventh century, and suppressed in 1803, with their ownership inscription on fol. 1r, liber s. petri in erphordand other localised inscriptions; no. 34 in the monastery’s library catalogue of 1783, Anonymi: Missale pergameno inscriptum 1321(Theele 1920, p. 60;",former owner,,,organization,"Monastery of Saint Peter (Erfurt, Germany)",Q116779916
Benedictines,author,,http://id.loc.gov/authorities/names/n81012408,organization,Benedictines,Q131132
Benediktinerstift Lambach,former owner,,http://id.loc.gov/authorities/names/n91000117,organization,Lambach Abbey,Q315889
"Benivieni, Antonio 1533-1598.",author,,,human,"Antonio, il Giovane Benivieni",Q55225491
"Benivieni, Girolamo 1453-1542.",author,,,human,Girolamo Benivieni,Q328117
Benoît de Sainte-More,author,,,human,Benoît de Sainte-Maure,Q435578
Benoît de Sainte-More 12th cent.,author,,,human,Benoît de Sainte-Maure,Q435578
"Benoît, de Sainte-More, active 12th century",author,,http://id.loc.gov/authorities/names/n80038172,human,Benoît de Sainte-Maure,Q435578
Benvenuto da Imola,author,,,human,Benvenuto Rambaldi da Imola,Q773623
"Bequeathed to Conception Abbey by Dr. Charles D. Humberd of Barnard, Missouri.",former owner,,,human,Charles D. Humberd,Q116379117
"Bequest of Charles J. Rosenbloom, October, 1974.",former owner,,,human,Charles J. Rosenbloom,Q94500167
"Bequest of Charles Sumner, 28 April 1874",former owner,,,human,Charles Sumner,Q1066198
"Bequest of James M. Osborn, 1976.",former owner,,,human,James Marshall Osborn,Q59627838
"Beraldus, Antonius",author,,,human,Antonius Beraldus,Q116250797
Berengarius,author,,,human,Berengarius,Q2392035
Berengarius Fredoli,author,,,human,Bérenger Fredoli,Q521012
Berengaudus fl. ca. 859.,author,,,human,Berengaudus,Q819031
"Beresford-Jones, Duncan",former owner,,,human,Duncan Beresford-Jones,Q116250128
Bergendal Collection,former owner,,,organization,Bergendal Collection,Q114236214
Bergendal Collection,former owner,,http://id.loc.gov/authorities/names/n00026837,organization,Bergendal Collection,Q114236214
"Bergin, Thomas Goddard, 1904-1987",former owner,,http://id.loc.gov/authorities/names/n50007481,human,Thomas G. Bergin,Q1725378
"Berio, Francesco Maria, marchese di Salza, 1765-1820",former owner,,http://id.loc.gov/authorities/names/nr88008669,human,Francesco Berio di Salsa,Q21001104
Bernard de Clairvaux,author,,,human,Bernard of Clairvaux,Q188411
Bernard de Gordon,author,,,human,Bernard de Gordon,Q826286
"Bernard M. Rosenthal cat. 9, item 33",former owner,,,human,Bernard M. Rosenthal,Q94805275
"Bernard M. Rosenthal offer 26, June 1975",former owner,,,human,Bernard M. Rosenthal,Q94805275
"Bernard M. Rosenthal offer 26, June, 1975",former owner,,,human,Bernard M. Rosenthal,Q94805275
Bernard of Clairvaux,author,,,human,Bernard of Clairvaux,Q188411
Bernard of Clairvaux (Bernardus Claraevallensis),author,,,human,Bernard of Clairvaux,Q188411
"Bernard of Clairvaux, attributed to",author,,,human,Bernard of Clairvaux,Q188411
"Bernard of Clairvaux, Saint 1090 or 91-1153.",author,,,human,Bernard of Clairvaux,Q188411
Bernard of Clairvaux?,author,,,human,Bernard of Clairvaux,Q188411
Bernard of Pavia,author,,,human,Bernardus Papiensis,Q826333
Bernard Quaritch (Firm),former owner,,,organization,Bernard Quaritch Ltd,Q65034936
Bernard Silvester,author,,,human,Bernard Silvestris,Q523113
Bernard Silvestris fl. 1136.,author,,,human,Bernard Silvestris,Q523113
"Bernard, of Clairvaux, Saint, 1090 or 1091-1153",author,,,human,Bernard of Clairvaux,Q188411
"Bernard, of Clairvaux, Saint, 1090 or 1091-1153",author,,http://viaf.org/viaf/59875293,human,Bernard of Clairvaux,Q188411
"Bernard, of Clairvaux, Saint, 1090 or 1091-1153",author,,http://id.loc.gov/authorities/names/n79059107.html,human,Bernard of Clairvaux,Q188411
"Bernardinis, Martino",scribe,,,human,Martino Bernardinis,Q116066224
"Bernardino da Siena, Saint 1380-1444.",author,,,human,Bernardino of Siena,Q316295
Bernardino Leo,author,,,human,Bernadino Leon,Q5726617
Bernardino Ochino,author,,,human,Bernardino Ochino,Q822924
Bernardino Stefonio,author,,,human,Bernardino Stefonio,Q59527928
Bernardinus of Siena,author,,,human,Bernardino of Siena,Q316295
Bernardo Giambullari,author,,,human,Bernardo Giambullari,Q18421131
"Bernardo, Francesco",author,,,human,Francesco Bernardo,Q116172487
Bernardus Papiensis,author,,,human,Bernardus Papiensis,Q826333
Bernardus Parmensis de Botone,author,,,human,Bernard of Botone,Q942419
"Bernardus, Paschualis",author,,,human,Paschualis Bernardus,Q116250824
Bernhard von Breydenbach,author,,,human,Bernhard von Breydenbach,Q328688
Berno of Reichenau,author,,,human,Berno of Reichenau,Q458981
"Berry, Jean de France, duc de, 1340-1416",author,,http://id.loc.gov/authorities/names/n50007562,human,"John, Duke of Berry",Q346761
"Bersuire, Pierre ca. 1290-1362.",author,,,human,Pierre Bersuire,Q1370726
"Bersuire, Pierre, approximately 1290-1362",author,,http://id.loc.gov/authorities/names/no99062512,human,Pierre Bersuire,Q1370726
Bertin family,author,,,organization,Bertin family,Q116730924
"Bertini, Francesco",author,,,human,Francesco Bertini,Q116172416
