genre_as_recorded,vocab,source_authority_uri,authorized_label,structured_value,ds_qid
Blind tooled bindings (Binding),rbbin,,Blind tooled bindings,http://id.loc.gov/vocabulary/rbmscv/cv00632,Q5877
Blind tooled bindings (Binding)--15th century,rbbin,,Blind tooled bindings;Fifteenth century,http://id.loc.gov/vocabulary/rbmscv/cv00632;http://id.worldcat.org/fast/923962,Q5877;Q154
Blind tooled bindings (Binding) ǂ2 rbbin,,,Blind tooled bindings,http://id.loc.gov/vocabulary/rbmscv/cv00632,Q5877
Blocked bindings,rbmscv,,Blocked bindings,http://id.loc.gov/vocabulary/rbmscv/cv00438,Q16351
Block-stamped leather,lobt,,block-stamped leather,http://w3id.org/lob/concept/3586,Q3546
Boards (Binding)--Spain--17th century,rbbin,,Boards,http://id.loc.gov/vocabulary/rbmscv/cv00214,Q38437
"Bookbinding, Islamic",lcsh,,Islamic bookbinding,http://id.worldcat.org/fast/1730288,Q11127
Bookbinding (Binding)--1400,rbbin,,Bookbinding,http://id.worldcat.org/fast/836265,Q42537
Bookbinding (Binding)--1568,rbbin,,Bookbinding,http://id.worldcat.org/fast/836265,Q42537
Bookbinding (Binding)--1849,rbbin,,Bookbinding,http://id.worldcat.org/fast/836265,Q42537
Bookbinding (Binding)--La Vallière style,rbbin,,Bookbinding,http://id.worldcat.org/fast/836265,Q42537
Bookbinding (Binding)--Medieval,rbbin,,Bookbinding;Middle Ages,http://id.worldcat.org/fast/836265;http://id.worldcat.org/fast/1020301,Q42537;Q39011
Bookbinding (Binding)--Monastic,rbbin,,Bookbinding;Monasticism and religious orders,http://id.worldcat.org/fast/836265;http://id.worldcat.org/fast/1025128,Q42537;Q4208
Book catalogs,aat,,book catalogs,http://vocab.getty.edu/aat/300026606,Q3054
Bookhands,aat,http://vocab.getty.edu/aat/300200668,book hands,http://vocab.getty.edu/aat/300200668,Q48502
Bookmarks,aat,,bookmarks,http://vocab.getty.edu/aat/300235760,Q38438
Bookmarks--Germany--12th century,aat,,bookmarks;Germany;Twelfth century,http://vocab.getty.edu/aat/300235760;http://id.worldcat.org/fast/1210272;http://id.worldcat.org/fast/1159791,Q38438;Q3032;Q304
Book of hours,aat,,books of hours,http://vocab.getty.edu/aat/300026457,Q3618
Book of hours,ds-genre,,books of hours,http://vocab.getty.edu/aat/300026457,Q3618
Bookplates,rbmscv,,Bookplates,http://id.loc.gov/vocabulary/rbmscv/cv00138,Q5847
Bookplates (Provenance),openn-form/genre,,Bookplates,http://id.loc.gov/vocabulary/rbmscv/cv00138,Q5847
Bookplates (Provenance),rbprov,,Bookplates,http://id.loc.gov/vocabulary/rbmscv/cv00138,Q5847
Bookplates (Provenance)--Denmark--20th century,rbprov,,Bookplates;Denmark;Twentieth century,http://id.loc.gov/vocabulary/rbmscv/cv00138;http://id.worldcat.org/fast/1204558;http://id.worldcat.org/fast/1159810,Q5847;Q5848;Q5942
Bookplates (Provenance)--United States--20th century,rbprov,,Bookplates;United States;Twentieth century,http://id.loc.gov/vocabulary/rbmscv/cv00138;http://id.worldcat.org/fast/1204155;http://id.worldcat.org/fast/1159810,Q5847;Q5856;Q5942
Bookseller's copies,rbmscv,,Booksellers' copies,http://id.loc.gov/vocabulary/rbmscv/cv00150,Q16325
Booksellers' copies,rbmscv,,Booksellers' copies,http://id.loc.gov/vocabulary/rbmscv/cv00150,Q16325
Booksellers' copies (Provenance),rbprov,,Booksellers' copies,http://id.loc.gov/vocabulary/rbmscv/cv00150,Q16325
Booksellers' labels,rbmscv,,Booksellers' labels,http://id.loc.gov/vocabulary/rbmscv/cv00228,Q5899
Booksellers' labels (Provenance),rbprov,,Booksellers' labels,http://id.loc.gov/vocabulary/rbmscv/cv00228,Q5899
books of hours,ds-genre,,books of hours,http://vocab.getty.edu/aat/300026457,Q3618
books of hours,aat,,books of hours,http://vocab.getty.edu/aat/300026457,Q3618
Books of hours,ds-genre,,books of hours,http://vocab.getty.edu/aat/300026457,Q3618
Books of hours,aat,,books of hours,http://vocab.getty.edu/aat/300026457,Q3618
Books of hours,aat,http://vocab.getty.edu/aat/300026457,books of hours,http://vocab.getty.edu/aat/300026457,Q3618
Books of hours,lcsh,,Books of hours,http://id.worldcat.org/fast/836484,Q5889
Books of hours,openn-form/genre,http://vocab.getty.edu/aat/300026457,books of hours,http://vocab.getty.edu/aat/300026457,Q3618
Books of hours,rbgenr,,Books of hours,http://id.loc.gov/vocabulary/rbmscv/cv01037,Q38439
Books of hours,rbmscv,,Books of hours,http://id.loc.gov/vocabulary/rbmscv/cv01037,Q38439
Books of hours--14th century,aat,,books of hours;Fourteenth century,http://vocab.getty.edu/aat/300026457;http://id.worldcat.org/fast/933420,Q3618;Q295
Books of hours--15th century,aat,,books of hours;Fifteenth century,http://vocab.getty.edu/aat/300026457;http://id.worldcat.org/fast/923962,Q3618;Q154
Books of hours--Beglium--16th century,aat,,books of hours;Belgium;Sixteenth century,http://vocab.getty.edu/aat/300026457;http://id.worldcat.org/fast/1210278;http://id.worldcat.org/fast/1119851,Q3618;Q16301;Q335
Books of hours--Belgium--15th century,aat,,books of hours;Belgium;Fifteenth century,http://vocab.getty.edu/aat/300026457;http://id.worldcat.org/fast/1210278;http://id.worldcat.org/fast/923962,Q3618;Q16301;Q154
Books of hours--Belgium--16th century,aat,,books of hours;Belgium;Sixteenth century,http://vocab.getty.edu/aat/300026457;http://id.worldcat.org/fast/1210278;http://id.worldcat.org/fast/1119851,Q3618;Q16301;Q335
Books of hours--Egypt--9th century,rbgenr,,Books of hours;Egypt;Ninth century,http://id.loc.gov/vocabulary/rbmscv/cv01037;http://id.worldcat.org/fast/1208755;http://id.worldcat.org/fast/1037854,Q38439;Q11259;Q329
Books of hours--England,aat,,books of hours;England,http://vocab.getty.edu/aat/300026457;http://id.worldcat.org/fast/1219920,Q3618;Q320
Books of hours--England,rbgenr,,Books of hours;England,http://id.loc.gov/vocabulary/rbmscv/cv01037;http://id.worldcat.org/fast/1219920,Q38439;Q320
Books of hours--England--14th century,aat,,books of hours;England;Fourteenth century,http://vocab.getty.edu/aat/300026457;http://id.worldcat.org/fast/1219920;http://id.worldcat.org/fast/933420,Q3618;Q320;Q295
Books of hours--England--15th century,aat,,books of hours;England;Fifteenth century,http://vocab.getty.edu/aat/300026457;http://id.worldcat.org/fast/1219920;http://id.worldcat.org/fast/923962,Q3618;Q320;Q154
Books of hours--Flanders--15th century,aat,,books of hours;Europe--Flanders;Fifteenth century,http://vocab.getty.edu/aat/300026457;http://id.worldcat.org/fast/1245991;http://id.worldcat.org/fast/923962,Q3618;Q4193;Q154
Books of hours--France--1475-1500,aat,,books of hours;France,http://vocab.getty.edu/aat/300026457;http://id.worldcat.org/fast/1204289,Q3618;Q152
Books of hours--France--15th century,rbgenr,,Books of hours;France;Fifteenth century,http://id.loc.gov/vocabulary/rbmscv/cv01037;http://id.worldcat.org/fast/1204289;http://id.worldcat.org/fast/923962,Q38439;Q152;Q154
Books of hours--France--15th century,aat,,books of hours;France;Fifteenth century,http://vocab.getty.edu/aat/300026457;http://id.worldcat.org/fast/1204289;http://id.worldcat.org/fast/923962,Q3618;Q152;Q154
Books of hours--France--16th century,aat,,books of hours;France;Sixteenth century,http://vocab.getty.edu/aat/300026457;http://id.worldcat.org/fast/1204289;http://id.worldcat.org/fast/1119851,Q3618;Q152;Q335
Books of hours--Germany--15th century,aat,,books of hours;Germany;Fifteenth century,http://vocab.getty.edu/aat/300026457;http://id.worldcat.org/fast/1210272;http://id.worldcat.org/fast/923962,Q3618;Q3032;Q154
Books of hours--Italy--15th century,aat,,books of hours;Italy;Fifteenth century,http://vocab.getty.edu/aat/300026457;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/923962,Q3618;Q249;Q154
Books of hours--Italy--16th century,aat,,books of hours;Italy;Sixteenth century,http://vocab.getty.edu/aat/300026457;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/1119851,Q3618;Q249;Q335
Books of hours--Netherlands--15th century,aat,,books of hours;Netherlands;Fifteenth century,http://vocab.getty.edu/aat/300026457;http://id.worldcat.org/fast/1204034;http://id.worldcat.org/fast/923962,Q3618;Q5863;Q154
Books of hours--Spain--16th century,aat,,books of hours;Spain;Sixteenth century,http://vocab.getty.edu/aat/300026457;http://id.worldcat.org/fast/1204303;http://id.worldcat.org/fast/1119851,Q3618;Q343;Q335
"Borders, Ornamental (Decorative arts)--Islamic empire--15th century",lcsh,,"Borders, Ornamental (Decorative arts);Islamic Empire;Fifteenth century",http://id.worldcat.org/fast/836609;http://id.worldcat.org/fast/1244134;http://id.worldcat.org/fast/923962,Q40054;Q11211;Q154
Borders (ornament areas),aat,,borders (ornament areas),http://vocab.getty.edu/aat/300010252,Q11304
Bosses,lobt,,bosses,http://w3id.org/lob/concept/1230,Q17484
Bosses (Binding),rbbin,,Bosses (Bindings),http://id.loc.gov/vocabulary/rbmscv/cv00444,Q12679
Bosses (Binding)--20th century,rbbin,,Bosses (Bindings);Twentieth century,http://id.loc.gov/vocabulary/rbmscv/cv00444;http://id.worldcat.org/fast/1159810,Q12679;Q5942
Bosses (Bindings),rbmscv,,Bosses (Bindings),http://id.loc.gov/vocabulary/rbmscv/cv00444,Q12679
Bosses (Bindings)--Spain--17th century,rbmscv,,Bosses (Bindings),http://id.loc.gov/vocabulary/rbmscv/cv00444,Q12679
botanical illustrations,aat,,botanical illustrations,http://vocab.getty.edu/aat/300386711,Q11331
Braided secondary endband sewing,lobt,,braided secondary endband sewing,http://w3id.org/lob/concept/2547,Q5876
Brass bosses (Binding),rbbin,,Brass bosses (Binding),http://id.loc.gov/vocabulary/rbmscv/cv00446,Q42541
Bréviaires,rvmgf,,Breviaries,http://id.worldcat.org/fast/1922430,Q38440
breviaries,aat,,breviaries,http://vocab.getty.edu/aat/300026459,Q4135
breviaries,ds-genre,,breviaries,http://vocab.getty.edu/aat/300026459,Q4135
Breviaries,lcgft,http://id.loc.gov/authorities/genreForms/gf2015026078,Breviaries,http://id.worldcat.org/fast/1922430,Q38440
Breviaries,aat,,breviaries,http://vocab.getty.edu/aat/300026459,Q4135
Breviaries,aat,http://vocab.getty.edu/aat/300026459,breviaries,http://vocab.getty.edu/aat/300026459,Q4135
Breviaries,lcgft,,Breviaries,http://id.worldcat.org/fast/1922430,Q38440
Breviaries,lcsh,,Breviaries,http://id.worldcat.org/fast/1922430,Q38440
Breviaries,rbgenr,,Breviaries,http://id.loc.gov/vocabulary/rbmscv/cv01045,Q17492
Breviaries,rbmscv,,Breviaries,http://id.loc.gov/vocabulary/rbmscv/cv01045,Q17492
Breviaries--Belgium--14th century,aat,,breviaries;Belgium;Fourteenth century,http://vocab.getty.edu/aat/300026459;http://id.worldcat.org/fast/1210278;http://id.worldcat.org/fast/933420,Q4135;Q16301;Q295
Breviaries--England--14th century,aat,,breviaries;England;Fourteenth century,http://vocab.getty.edu/aat/300026459;http://id.worldcat.org/fast/1219920;http://id.worldcat.org/fast/933420,Q4135;Q320;Q295
Breviaries--England--15th century,aat,,breviaries;England;Fifteenth century,http://vocab.getty.edu/aat/300026459;http://id.worldcat.org/fast/1219920;http://id.worldcat.org/fast/923962,Q4135;Q320;Q154
Breviaries--France--15th century,aat,,breviaries;France;Fifteenth century,http://vocab.getty.edu/aat/300026459;http://id.worldcat.org/fast/1204289;http://id.worldcat.org/fast/923962,Q4135;Q152;Q154
Breviaries--Germany,rbgenr,,Breviaries,http://id.loc.gov/vocabulary/rbmscv/cv01045,Q17492
Breviaries--Germany--15th century,aat,,breviaries;Germany;Fifteenth century,http://vocab.getty.edu/aat/300026459;http://id.worldcat.org/fast/1210272;http://id.worldcat.org/fast/923962,Q4135;Q3032;Q154
Breviaries--Italy--12th century,aat,,breviaries;Italy;Twelfth century,http://vocab.getty.edu/aat/300026459;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/1159791,Q4135;Q249;Q304
Breviaries--Spain--16th century,aat,,breviaries;Spain;Sixteenth century,http://vocab.getty.edu/aat/300026459;http://id.worldcat.org/fast/1204303;http://id.worldcat.org/fast/1119851,Q4135;Q343;Q335
Breviaries--Switzerland--14th century,aat,,breviaries;Switzerland;Fourteenth century,http://vocab.getty.edu/aat/300026459;http://id.worldcat.org/fast/1205401;http://id.worldcat.org/fast/933420,Q4135;Q4281;Q295
Broadsides,rbmscv,,Broadsides,http://id.loc.gov/vocabulary/rbmscv/cv00912,Q16265
Brocade bindings (Binding),rbbin,,Brocade bindings,http://id.loc.gov/vocabulary/rbmscv/cv00449,Q5937
Bullae (seals),aat,,bullae (seals),http://vocab.getty.edu/aat/300266223,Q8139
Bulls,aat,,bulls (papal records),http://vocab.getty.edu/aat/300152044,Q4158
Bulls (papal records),aat,,bulls (papal records),http://vocab.getty.edu/aat/300152044,Q4158
Bulls (papal records)--England--16th century,aat,,bulls (papal records);England;Sixteenth century,http://vocab.getty.edu/aat/300152044;http://id.worldcat.org/fast/1219920;http://id.worldcat.org/fast/1119851,Q4158;Q320;Q335
Bulls (papal records)--Italy--17th century,aat,,bulls (papal records);Italy;Seventeenth century,http://vocab.getty.edu/aat/300152044;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/1113663,Q4158;Q249;Q2771
Bulls--12th century,aat,,bulls (papal records);Twelfth century,http://vocab.getty.edu/aat/300152044;http://id.worldcat.org/fast/1159791,Q4158;Q304
Bulls--13th century,aat,,bulls (papal records);Thirteenth century,http://vocab.getty.edu/aat/300152044;http://id.worldcat.org/fast/1150138,Q4158;Q245
Bulls--13th century,,,bulls (papal records);Thirteenth century,http://vocab.getty.edu/aat/300152044;http://id.worldcat.org/fast/1150138,Q4158;Q245
Bulls--14th century,aat,,bulls (papal records);Fourteenth century,http://vocab.getty.edu/aat/300152044;http://id.worldcat.org/fast/933420,Q4158;Q295
Bulls--15th century,aat,,bulls (papal records);Fifteenth century,http://vocab.getty.edu/aat/300152044;http://id.worldcat.org/fast/923962,Q4158;Q154
Bulls--16th century,aat,,bulls (papal records);Sixteenth century,http://vocab.getty.edu/aat/300152044;http://id.worldcat.org/fast/1119851,Q4158;Q335
Burlesques,rbmscv,,Burlesques,http://id.loc.gov/vocabulary/rbmscv/cv01056,Q42592
Bylaws,aat,,bylaws (administrative records),http://vocab.getty.edu/aat/300027433,Q4983
Bylaws (administrative records),aat,,bylaws (administrative records),http://vocab.getty.edu/aat/300027433,Q4983
Byzantine chants,lcsh,,Byzantine chants,http://id.worldcat.org/fast/843226,Q38441
Calendars,aat,,calendars (documents),http://vocab.getty.edu/aat/300026741,Q2969
Calendars,rbgenr,,Calendars,http://id.loc.gov/vocabulary/rbmscv/cv01058,Q38442
Calendars (documents by form),aat,,calendars (documents),http://vocab.getty.edu/aat/300026741,Q2969
Calendars (documents by form),openn-form/genre,,calendars (documents),http://vocab.getty.edu/aat/300026741,Q2969
Calendars--14th century,rbgenr,,Calendars;Fourteenth century,http://id.loc.gov/vocabulary/rbmscv/cv01058;http://id.worldcat.org/fast/933420,Q38442;Q295
calendrical,ds-genre,,calendars (documents),http://vocab.getty.edu/aat/300026741,Q2969
Calf bindings,rbmscv,,Calf bindings,http://id.loc.gov/vocabulary/rbmscv/cv00454,Q12556
Calf bindings (Binding),rbbin,,Calf bindings,http://id.loc.gov/vocabulary/rbmscv/cv00454,Q12556
Calf bindings (Binding)--16th century,rbbin,,Calf bindings;Sixteenth century,http://id.loc.gov/vocabulary/rbmscv/cv00454;http://id.worldcat.org/fast/1119851,Q12556;Q335
Calf bindings (Binding)--17th century,rbbin,,Calf bindings;Seventeenth century,http://id.loc.gov/vocabulary/rbmscv/cv00454;http://id.worldcat.org/fast/1113663,Q12556;Q2771
Calf bindings (Binding)--18th century,rbbin,,Calf bindings;Eighteenth century,http://id.loc.gov/vocabulary/rbmscv/cv00454;http://id.worldcat.org/fast/904058,Q12556;Q3024
Calf bindings (Binding)--19th century,rbbin,,Calf bindings;Nineteenth century,http://id.loc.gov/vocabulary/rbmscv/cv00454;http://id.worldcat.org/fast/1037841,Q12556;Q3538
Calf bindings (Binding)--Germany--15th century,rbbin,,Calf bindings;Germany;Fifteenth century,http://id.loc.gov/vocabulary/rbmscv/cv00454;http://id.worldcat.org/fast/1210272;http://id.worldcat.org/fast/923962,Q12556;Q3032;Q154
Calf bindings (Binding)--Italy--15th century,rbbin,,Calf bindings;Italy;Fifteenth century,http://id.loc.gov/vocabulary/rbmscv/cv00454;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/923962,Q12556;Q249;Q154
Calligraphic drawings,local,,calligraphic drawings,http://vocab.getty.edu/aat/300379919,Q38443
Calligraphy,aat,,calligraphy (visual works),http://vocab.getty.edu/aat/300266660,Q26807
"Calligraphy, Arabic",lcsh,,"Calligraphy, Arabic",http://id.worldcat.org/fast/844384,Q11395
"Calligraphy, Arabic--14th century",lcsh,,"Calligraphy, Arabic;Fourteenth century",http://id.worldcat.org/fast/844384;http://id.worldcat.org/fast/933420,Q11395;Q295
calligraphy (visual works),aat,(CStmoGRI)aatgf300266660,calligraphy (visual works),http://vocab.getty.edu/aat/300266660,Q26807
Calligraphy (visual works),aat,,calligraphy (visual works),http://vocab.getty.edu/aat/300266660,Q26807
Calligraphy--16th century,aat,,calligraphy (visual works);Sixteenth century,http://vocab.getty.edu/aat/300266660;http://id.worldcat.org/fast/1119851,Q26807;Q335
Calligraphy--Afghanistan--15th century,aat,,calligraphy (visual works);Afghanistan;Fifteenth century,http://vocab.getty.edu/aat/300266660;http://id.worldcat.org/fast/1205406;http://id.worldcat.org/fast/923962,Q26807;Q38444;Q154
Calligraphy--Czech Republic--16th century,lcsh,,Calligraphy;Czech Republic;Sixteenth century,http://id.worldcat.org/fast/844368;http://id.worldcat.org/fast/1256743;http://id.worldcat.org/fast/1119851,Q27394;Q19848;Q335
Calligraphy--Egypt--17th century,aat,,calligraphy (visual works);Egypt;Seventeenth century,http://vocab.getty.edu/aat/300266660;http://id.worldcat.org/fast/1208755;http://id.worldcat.org/fast/1113663,Q26807;Q11259;Q2771
Calligraphy--Egypt--19th century,aat,,calligraphy (visual works);Egypt;Nineteenth century,http://vocab.getty.edu/aat/300266660;http://id.worldcat.org/fast/1208755;http://id.worldcat.org/fast/1037841,Q26807;Q11259;Q3538
Calligraphy--England--15th century,aat,,calligraphy (visual works);England;Fifteenth century,http://vocab.getty.edu/aat/300266660;http://id.worldcat.org/fast/1219920;http://id.worldcat.org/fast/923962,Q26807;Q320;Q154
Calligraphy--England--16th century,aat,,calligraphy (visual works);England;Sixteenth century,http://vocab.getty.edu/aat/300266660;http://id.worldcat.org/fast/1219920;http://id.worldcat.org/fast/1119851,Q26807;Q320;Q335
