ds_id,date_added,date_last_updated,source_type,holding_institution,holding_institution_as_recorded,holding_institution_id_number,holding_institution_shelfmark,link_to_holding_institution_record,iiif_manifest,production_place_as_recorded,production_place,production_place_label,production_date_as_recorded,production_date,century,century_aat,dated,uniform_title,uniform_title_as_recorded,uniform_title_agr,title_as_recorded_245,title_as_recorded_245_agr,genre_as_recorded,genre_vocabulary,genre,genre_label,subject_as_recorded,subject,subject_label,author_as_recorded,author_as_recorded_agr,author,author_wikidata,author_instance_of,author_label,artist_as_recorded,artist_as_recorded_agr,artist,artist_label,artist_wikidata,artist_instance_of,scribe_as_recorded,scribe_as_recorded_agr,scribe,scribe_label,scribe_wikidata,scribe_instance_of,language_as_recorded,language,language_label,former_owner_as_recorded,former_owner_as_recorded_agr,former_owner,former_owner_label,former_owner_wikidata,former_owner_instance_of,material_as_recorded,material,material_label,physical_description,note,acknowledgements,data_processed_at,data_source_modified,source_file
,,,marc-xml,Q766145,University of Oregon,99900477831501852,"Eugene, OR, Special Collections and University Archives, University of Oregon, MS 032.","",,"","","",1401-1450,1401^1450,15,http://vocab.getty.edu/aat/300404465,,,"","",De Officiis,"","Manuscripts, Latin (medieval and modern)|Early works|History|Manicules",lcsh|fast|fast|rbprov,http://id.worldcat.org/fast/1008399|http://id.worldcat.org/fast/1411636|http://id.worldcat.org/fast/1411628|,"Manuscripts, Latin (Medieval and modern)|Early works|History|","Ethics--Early works to 1800|Jugurthine War, 111-105 B.C--Early works to 1800|Manuscripts, Medieval--Oregon--Eugene|Ethics|Manuscripts, Medieval|Rome--History--Conspiracy of Catiline, 65-62 B.C|Oregon--Eugene|Rome (Empire)",http://id.worldcat.org/fast/915833;http://id.worldcat.org/fast/1411636|http://id.worldcat.org/fast/984778;http://id.worldcat.org/fast/1411636|http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1204579;http://id.worldcat.org/fast/1205922|http://id.worldcat.org/fast/915833|http://id.worldcat.org/fast/1008422|http://id.worldcat.org/fast/1204500;http://id.worldcat.org/fast/1411628;http://id.worldcat.org/fast/1352536|http://id.worldcat.org/fast/1205922|http://id.worldcat.org/fast/1204885,"Ethics;Early works|Jugurthine War (111-105 B.C.);Early works|Manuscripts, Medieval;Oregon;Oregon--Eugene|Ethics|Manuscripts, Medieval|Italy--Rome;History;Conspiracy of Catiline (Rome : 65-62 B.C.)|Oregon--Eugene|Rome (Empire)","Cicero, Marcus Tullius","","",Q1541,human,Cicero,"","","","","","","","","","","","",In Latin,Q397,Latin,"Burgess, Edward Sandford, 1855-1928|Burgess, Julia",|,"",Edward Sandford Burgess|Julia Burgess,Q5820022|Q75469750,human|human,paper,http://vocab.getty.edu/aat/300014109,paper,Extent: 181 leaves : paper ; 148 x 215 mm bound to 150 x 220 mm.,"Manuscript codex.|Title devised by cataloger.|Paper: Watermarked wire-laid rag paper, poorly sized (some ink bleed). Watermark: a long cross bisecting two circles arranged vertically.|With poems between the books.|Extensive marginal notes. The ""early annotations"" on f. 1r include: Scribbles in red pencil; a smudged contemporary Latin cursive paragraph in brown ink, apparently a scribal colophon: ""este liber est mei...Philipoa Castri""?; a geometric monogram in brown ink with the letters ""A, S, S[?], N, L, E, V""; other assorted notes and doodles in brown ink. On f. 1v, four lines in a different hand in black ink, which have been crossed out with brown ink. Begins ""Hic liber est mei All... pedagogi filippi scritiorum ...""|On first flyleaf, pasted newsprint description from ""Davis and Orioli, Booksellers, 24 Museum Street, London"": ""1. Cicero--De Officiis, Salus, Bellum Catilinarium, Bellum Jugurthinum, MS XVth Century, £8. 4t. 181 leaves of paper. Italian MS. legibly written in semi-Gothic letters; long lines, twnety-five to the page, with numerous interlineal and marginal annotations in a minute 15th c. hand. Poems are prefixed to each of the works of Sallust. There are three inscriptions of ownership, from which it appeared that the volume belonged to Jacobo Baptista, an Augustinian of Prato in 1454. The manuscript therefore is earlier by some years than the first printed editions."" With pencil notes ""In Venice 1470"" and ""1st sent Mainz 1465"", which refer to the first print publication dates and locations of Sallust's De Conjuratione Catilinae and Bellum Jugurthinum, and Cicero's De Officiis, respectively.|Inside front cover pasted label: written in black ink, ""Description for Catalogue made by New York Co: American Art Association, Anderson Galleries Inc., 1936."" Typed description: ""CICERO AND SALLUS. De officiis (by Cicero); de conjuratione Catilinae, bellum Jugurthinum (by Sallust). Manuscript written on 181 leaves of paper, (8 1/2 by 5 3/4 inches), in rounded semi-gothic minuscules. Small 4to, old half vellum; some leaves slightly discolored or faintly waterstained, a few other trifling defects. XV Century. AN INTERESTING MANUSCRIPT. On the first fly-leaf are several early inscriptions, and on the margins throughout are a number of early annotations.""",,2022-09-16T16:08:24-04:00,2020-03-28,/Users/emeryr/code/upenn-libraries/ds-scripts/scripts/../data/prototype-data/oregon/oregon-marc-031.xml
,,,marc-xml,Q766145,University of Oregon,99900477831601852,"Eugene, OR, Special Collections and University Archives, University of Oregon, MS 040.","",,"","","",1401-1425,1401^1425,15,http://vocab.getty.edu/aat/300404465,,,"","",Argumenta,"","Manuscripts, Latin (medieval and modern)",lcsh,http://id.worldcat.org/fast/1008399,"Manuscripts, Latin (Medieval and modern)","Manuscripts, Medieval--Oregon--Eugene|Manuscripts, Medieval|Oregon--Eugene",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1204579;http://id.worldcat.org/fast/1205922|http://id.worldcat.org/fast/1008422|http://id.worldcat.org/fast/1205922,"Manuscripts, Medieval;Oregon;Oregon--Eugene|Manuscripts, Medieval|Oregon--Eugene","Cicero, Marcus Tullius","","",Q1541,human,Cicero,"","","","","","","","","","","","",In Latin,Q397,Latin,"Burgess, Edward Sandford, 1855-1928|Burgess, Julia",|,"",Edward Sandford Burgess|Julia Burgess,Q5820022|Q75469750,human|human,paper,http://vocab.getty.edu/aat/300014109,paper,Extent: 119 leaves : paper ; 220 x 288 mm. bound to 225 x 300 mm.,"Manuscript codex.|Title devised by cataloger.|Collation (Cicero): 50 leaves, Quires of 10 + 2 front flyleaves. No page headings, numbers, signatures. Catchwords in middle lower margin at end of quires.|Collation (Justinus): 69 leaves, quires of 10 except last of 9. Catchwords in middle lower margin at end of quires. No page headings, numbers, signatures.|Layout (Cicero): Double columns of 44-45 lines each. Little ruling, done in lead or graphite. Blank spaces for initial letters. Paper watermarked.|Layout (Justinus): 2. Lightly ruled, single column, 40-43 lines per page. Paragraphs separated by line space and marginal headings. Blank spaces for initial letters.|Paper: the two manuscripts use different paper stocks, with different watermarks. In the Justinus manuscript, there is a shears watermark on f. 69.|""Justinus the historian [was] of unknown date, but not later than 300 or 400 AD. His work is taken from the Historiae Philippicae of Progus Pompeius...writing the history of Macedonian monarchy....Justin's work is not so much an abridgment as a selection of those parts [of Trogus' history] which seemed to him most worthy of being generally known""--Edward Sandford Burgess notes.|Includes two pages of written notes by Edward Sandford Burgess on Justinus and his text, and notes on the veneration of Cicero's texts by later scholars.",,2022-09-16T16:08:24-04:00,2020-05-20,/Users/emeryr/code/upenn-libraries/ds-scripts/scripts/../data/prototype-data/oregon/oregon-marc-032.xml
,,,marc-xml,Q766145,University of Oregon,99900477831701852,"Eugene, OR, Special Collections and University Archives, University of Oregon, MS 036.","",,"","","",1440,1440,15,http://vocab.getty.edu/aat/300404465,,,"","",Tractatus de militia,"","Manuscripts, Latin (medieval and modern)",lcsh,http://id.worldcat.org/fast/1008399,"Manuscripts, Latin (Medieval and modern)","Manuscripts, Medieval--Oregon--Eugene|Manuscripts, Medieval|Oregon--Eugene",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1204579;http://id.worldcat.org/fast/1205922|http://id.worldcat.org/fast/1008422|http://id.worldcat.org/fast/1205922,"Manuscripts, Medieval;Oregon;Oregon--Eugene|Manuscripts, Medieval|Oregon--Eugene","","","","","","","","","","","","","","","","","","",In Latin,Q397,Latin,"Burgess, Edward Sandford, 1855-1928|Burgess, Julia",|,"",Edward Sandford Burgess|Julia Burgess,Q5820022|Q75469750,human|human,paper,http://vocab.getty.edu/aat/300014109,paper,Extent: 200 leaves : paper ; 205 x 282 mm bound to 207 x 283 mm.,Manuscript codex.|Title devised by cataloger.,,2022-09-16T16:08:24-04:00,2020-03-08,/Users/emeryr/code/upenn-libraries/ds-scripts/scripts/../data/prototype-data/oregon/oregon-marc-033.xml
,,,marc-xml,Q766145,University of Oregon,99900477831801852,"Eugene, OR, Special Collections and University Archives, University of Oregon, MS 035.","",,"","","",1201-1300,1201^1300,13,http://vocab.getty.edu/aat/300404505,,,"","",Sermones de Tempore et de Sanctis; Summa Sermonum (fragment),"","Sermons|Sermons|Manuscripts, Latin (medieval and modern)",lcgft|fast|lcsh,http://id.worldcat.org/fast/1423904|http://id.worldcat.org/fast/1423904|http://id.worldcat.org/fast/1008399,"Sermons|Sermons|Manuscripts, Latin (Medieval and modern)","Manuscripts, Medieval--Oregon--Eugene",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1204579;http://id.worldcat.org/fast/1205922,"Manuscripts, Medieval;Oregon;Oregon--Eugene","Halgren, John, of Abbeville","","",Q3129519,human,John Halgren of Abbeville,"","","","","","","","","","","","",In Latin,Q397,Latin,"Burgess, Edward Sandford, 1855-1928|Burgess, Julia",|,"",Edward Sandford Burgess|Julia Burgess,Q5820022|Q75469750,human|human,vellulm,http://vocab.getty.edu/aat/300011851,parchment,Extent: 61 leaves : vellulm ; 286 x 215mm.,Manuscript codex.|Title devised by cataloger.,,2022-09-16T16:08:24-04:00,2020-02-26,/Users/emeryr/code/upenn-libraries/ds-scripts/scripts/../data/prototype-data/oregon/oregon-marc-034.xml
,,,marc-xml,Q766145,University of Oregon,99900477832201852,"Eugene, OR, Special Collections and University Archives, University of Oregon, MS 027.","",,"","","",1290,1290,13,http://vocab.getty.edu/aat/300404505,,,"","",Decretals,"","Manuscripts, Latin (medieval and modern)",lcsh,http://id.worldcat.org/fast/1008399,"Manuscripts, Latin (Medieval and modern)","Manuscripts, Medieval--Oregon--Eugene|Manuscripts, Medieval|Oregon--Eugene|Gregory--IX,--Pope,--approximately 1170-1241.--Decretales D. Gregorii Papæ IX",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1204579;http://id.worldcat.org/fast/1205922|http://id.worldcat.org/fast/1008422|http://id.worldcat.org/fast/1205922|http://id.worldcat.org/fast/1821696;http://id.worldcat.org/fast/1361356,"Manuscripts, Medieval;Oregon;Oregon--Eugene|Manuscripts, Medieval|Oregon--Eugene|Gregory IX, Pope, approximately 1170-1241;Decretales Gregorii IX (Catholic Church)","Gregory IX, Pope, approximately 1170-1241","","",Q124831,human,Gregory IX,"","","","","","","","","","","","",In Latin,Q397,Latin,"Burgess, Edward Sandford, 1855-1928|Burgess, Julia",|,"",Edward Sandford Burgess|Julia Burgess,Q5820022|Q75469750,human|human,vellum,http://vocab.getty.edu/aat/300011851,parchment,Extent: 270+1 leaves : vellum ; 310 x 210 mm.,Manuscript codex.|Title devised by cataloger.|Final leaf of scribal notes.|Penciled Foliation.,,2022-09-16T16:08:24-04:00,2020-01-15,/Users/emeryr/code/upenn-libraries/ds-scripts/scripts/../data/prototype-data/oregon/oregon-marc-035.xml
,,,marc-xml,Q766145,University of Oregon,99900477832301852,"Eugene, OR, Special Collections and University Archives, University of Oregon, MS 026.","",,"","","",1101-1200,1101^1200,12,http://vocab.getty.edu/aat/300404504,,,"","",Dialogorum libri IV,"","Manuscripts, Latin (medieval and modern)|Hagiographies (works)|Early works",lcsh|aat|fast,http://id.worldcat.org/fast/1008399|http://vocab.getty.edu/aat/300201063|http://id.worldcat.org/fast/1411636,"Manuscripts, Latin (Medieval and modern)|hagiographies (works)|Early works","Christian saints--Italy--Biography--Early works to 1800|Manuscripts, Medieval--Oregon--Eugene|Christian saints|Manuscripts, Medieval|Italy|Oregon--Eugene|Gregory--I,--Pope,--approximately 540-604.--Dialogi",http://id.worldcat.org/fast/859491;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/1919896;http://id.worldcat.org/fast/1411636|http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1204579;http://id.worldcat.org/fast/1205922|http://id.worldcat.org/fast/859491|http://id.worldcat.org/fast/1008422|http://id.worldcat.org/fast/1204565|http://id.worldcat.org/fast/1205922|http://id.worldcat.org/fast/1821692;http://id.worldcat.org/fast/1362212,"Christian saints;Italy;Biographies;Early works|Manuscripts, Medieval;Oregon;Oregon--Eugene|Christian saints|Manuscripts, Medieval|Italy|Oregon--Eugene|Gregory I, Pope, approximately 540-604;Dialogi (Gregory I, Pope)","Gregory I, Pope, approximately 540-604","","",Q42827,human,Gregory I,"","","","","","","","","","","","",In Latin,Q397,Latin,"Burgess, Edward Sandford, 1855-1928|Burgess, Julia",|,"",Edward Sandford Burgess|Julia Burgess,Q5820022|Q75469750,human|human,parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: 124 leaves : parchment ; 160 x 245 mm bound to 165 x 248 mm.,"Manuscript codex.|Title devised by cataloger.|Text begins: ""Incipit dialogus sci gregorii pape."" Dialogue between Pope Gregory and his Deacon Peter, concerning remarkable events in the history of the Church, each narrative introduced by red caption, such as: ""De martyris monacho valerie puniciae."" Each remark is preceded by two capitals: initial of speaker, and first word of sentence, in green and/or red.",,2022-09-16T16:08:24-04:00,2020-01-15,/Users/emeryr/code/upenn-libraries/ds-scripts/scripts/../data/prototype-data/oregon/oregon-marc-036.xml
,,,marc-xml,Q766145,University of Oregon,99900477832401852,"Eugene, OR, Special Collections and University Archives, University of Oregon, MS 011.","",,"","","",1201-1250,1201^1250,13,http://vocab.getty.edu/aat/300404505,,,Bible.,"",Scholia in Novem Testamentum,"","Manuscripts, Latin (medieval and modern)|Early works",lcsh|fast,http://id.worldcat.org/fast/1008399|http://id.worldcat.org/fast/1411636,"Manuscripts, Latin (Medieval and modern)|Early works","Manuscripts, Medieval--Oregon--Eugene|Manuscripts, Medieval|Oregon--Eugene",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1204579;http://id.worldcat.org/fast/1205922|http://id.worldcat.org/fast/1008422|http://id.worldcat.org/fast/1205922,"Manuscripts, Medieval;Oregon;Oregon--Eugene|Manuscripts, Medieval|Oregon--Eugene","","","","","","","","","","","","","","","","","","",In Latin (highly abbreviated),Q397,Latin,"Burgess, Edward Sandford, 1855-1928|Burgess, Julia",|,"",Edward Sandford Burgess|Julia Burgess,Q5820022|Q75469750,human|human,vellum,http://vocab.getty.edu/aat/300011851,parchment,Extent: 6 unnumbered leaves : vellum ; 225 x 175 mm.,"Manuscript codex.|Title devised by cataloger.|Lettering: Written in very small, much abbreviated Gothic script.|This manuscript appears to be a fragment of a larger commentary examining the book of John, or possibly a priest's sermon notes.",,2022-09-16T16:08:24-04:00,2020-01-15,/Users/emeryr/code/upenn-libraries/ds-scripts/scripts/../data/prototype-data/oregon/oregon-marc-037.xml
,,,marc-xml,Q766145,University of Oregon,99900477833901852,"Eugene, OR, Special Collections and University Archives, University of Oregon, MS 062.","",,"","","",1301-1400,1301^1400,14,http://vocab.getty.edu/aat/300404506,,,"","",Historiated initial cut from an illuminated manuscript,"","Manuscripts, Latin (medieval and modern)|Historiated initials",lcsh|aat,http://id.worldcat.org/fast/1008399|http://vocab.getty.edu/aat/300194390,"Manuscripts, Latin (Medieval and modern)|historiated initials","Manuscripts, Medieval--Oregon--Eugene|Manuscripts, Medieval|Oregon--Eugene",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1204579;http://id.worldcat.org/fast/1205922|http://id.worldcat.org/fast/1008422|http://id.worldcat.org/fast/1205922,"Manuscripts, Medieval;Oregon;Oregon--Eugene|Manuscripts, Medieval|Oregon--Eugene","","","","","","","","","","","","","","","","","","",lat,Q397,Latin,"Burgess, Edward Sandford, 1855-1928|Burgess, Julia",|,"",Edward Sandford Burgess|Julia Burgess,Q5820022|Q75469750,human|human,parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: 1 leaf : parchment ; 48 x 50 mm.,Manuscript document fragment.|Title devised by cataloger.,,2022-09-16T16:08:24-04:00,2020-05-20,/Users/emeryr/code/upenn-libraries/ds-scripts/scripts/../data/prototype-data/oregon/oregon-marc-038.xml
,,,marc-xml,Q766145,University of Oregon,99900477834101852,"Eugene, OR, Special Collections and University Archives, University of Oregon, MS 061.","",,"","","",1401-1500,1401^1500,15,http://vocab.getty.edu/aat/300404465,,,Book of hours.,"",Leaf from a French Book of hours,"","Manuscripts, Latin (medieval and modern)",lcsh,http://id.worldcat.org/fast/1008399,"Manuscripts, Latin (Medieval and modern)","Manuscripts, Medieval--Oregon--Eugene|Manuscripts, Medieval|Oregon--Eugene",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1204579;http://id.worldcat.org/fast/1205922|http://id.worldcat.org/fast/1008422|http://id.worldcat.org/fast/1205922,"Manuscripts, Medieval;Oregon;Oregon--Eugene|Manuscripts, Medieval|Oregon--Eugene",Catholic Church,"","",Q9592,organization,Catholic Church,"","","","","","","","","","","","",In Latin,Q397,Latin,"Burgess, Edward Sandford, 1855-1928|Burgess, Julia",|,"",Edward Sandford Burgess|Julia Burgess,Q5820022|Q75469750,human|human,paper,http://vocab.getty.edu/aat/300014109,paper,Extent: 1 leaf : paper ; 144 x 106 mm.,Manuscript document.|Title devised by cataloger.,,2022-09-16T16:08:24-04:00,2020-05-20,/Users/emeryr/code/upenn-libraries/ds-scripts/scripts/../data/prototype-data/oregon/oregon-marc-039.xml
,,,marc-xml,Q766145,University of Oregon,99900477834201852,"Eugene, OR, Special Collections and University Archives, University of Oregon, MS 054.","",,"","","",1375-1400,1375^1400,14,http://vocab.getty.edu/aat/300404506,,,Book of hours.,"",Leaf from a Book of Hours showing nativity scene,"","Manuscripts, Latin (medieval and modern)|Miniatures (paintings)|Art",lcsh|aat|fast,http://id.worldcat.org/fast/1008399|http://vocab.getty.edu/aat/300033936|http://id.worldcat.org/fast/815177,"Manuscripts, Latin (Medieval and modern)|miniatures (paintings)|Art","Manuscripts, Medieval--Oregon--Eugene|Manuscripts, Medieval|Nativity of Jesus Christ|Oregon--Eugene|Jesus Christ--Nativity--In art|Jesus Christ",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1204579;http://id.worldcat.org/fast/1205922|http://id.worldcat.org/fast/1008422|http://id.worldcat.org/fast/1353868|http://id.worldcat.org/fast/1205922|http://id.worldcat.org/fast/40116;http://id.worldcat.org/fast/1353868;http://id.worldcat.org/fast/815177|http://id.worldcat.org/fast/40116,"Manuscripts, Medieval;Oregon;Oregon--Eugene|Manuscripts, Medieval|Nativity of Jesus Christ|Oregon--Eugene|Jesus Christ;Nativity of Jesus Christ;Art|Jesus Christ",Catholic Church,"","",Q9592,organization,Catholic Church,"","","","","","","","","","","","",In Latin,Q397,Latin,"Burgess, Edward Sandford, 1855-1928|Burgess, Julia",|,"",Edward Sandford Burgess|Julia Burgess,Q5820022|Q75469750,human|human,parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: 1 leaf : parchment ; 95 x 160 mm (visible) in frame 165 x 240 mm.,"Manuscript document.|Title devised by cataloger.|Pasted note on frame verso: ""134. The Nativity. A leaf from a French Horae at the beginning of Prime. The miniature measures 3 1/2 x 2/58 inches, and depicts the Nativity, with the Virgin, Joseph, a shepherd and an ox and an ass adoring the Child; beneath is an illuminated initial D, the whole being surrounded by a border of the line and leaf type; mounted in a frame of dark red velvet. £12-12-0. 15TH cent.""",,2022-09-16T16:08:24-04:00,2020-05-20,/Users/emeryr/code/upenn-libraries/ds-scripts/scripts/../data/prototype-data/oregon/oregon-marc-040.xml
,,,marc-xml,Q766145,University of Oregon,99900477834701852,"Eugene, OR, Special Collections and University Archives, University of Oregon, MS 037.","",,"","","",1401-1500,1401^1500,15,http://vocab.getty.edu/aat/300404465,,,"","",Compendium of Logic,"","Manuscripts, Latin (medieval and modern)|Early works",lcsh|fast,http://id.worldcat.org/fast/1008399|http://id.worldcat.org/fast/1411636,"Manuscripts, Latin (Medieval and modern)|Early works","Logic--Early works to 1800|Ethics--Early works to 1800|Manuscripts, Medieval--Oregon--Eugene|Ethics|Logic|Manuscripts, Medieval|Oregon--Eugene",http://id.worldcat.org/fast/1002014;http://id.worldcat.org/fast/1411636|http://id.worldcat.org/fast/915833;http://id.worldcat.org/fast/1411636|http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1204579;http://id.worldcat.org/fast/1205922|http://id.worldcat.org/fast/915833|http://id.worldcat.org/fast/1002014|http://id.worldcat.org/fast/1008422|http://id.worldcat.org/fast/1205922,"Logic;Early works|Ethics;Early works|Manuscripts, Medieval;Oregon;Oregon--Eugene|Ethics|Logic|Manuscripts, Medieval|Oregon--Eugene","","","","","","","","","","","","","","","","","","",In Latin,Q397,Latin,"Burgess, Edward Sandford, 1855-1928|Burgess, Julia",|,"",Edward Sandford Burgess|Julia Burgess,Q5820022|Q75469750,human|human,rag paper,http://vocab.getty.edu/aat/300014109,paper,Extent: 326 leaves : rag paper ; 228 x 175 mm.,"Manuscript codex.|Title devised by cataloger.|Notes: [Books I, II, III] I. (f1r) page 1, Organi Logici Praefatio; p. 60, de Argumentatione. p. 93, de Speciebus sy[logis]mi.; p. 101, finis; Compendii Logici Charts on p. 46, p. 67, pp 69-74, p.84; II. (f52r) p.1 In Universam ar[ticu]lis Philosophiam Com[m]entarii; p.2 De Nomine et existentia philosophiae/ About the Name and existence of philosophiae; p.23 Prolegomena Logicae/ A primer of logic; p.90 In Introductionem Porphirii/ In introduction to Porphiry; p.97 Quomodo Probent Perpatetici Platonem Idaeas Externas Cogitasse / In what way the Aristotelians prove Plato Have been thought external ideas; p.296 In Librum Catagoriarum Aristotelis disputationes...; p.319 de Priori Analisi; p.329 de Posteriori Analisi; p.365 In Libros Topirorum; p.382 Totius Logicae Finis; IIIa (f.247r) p.1 Moralis Phi(losophi)ae Compendium IIIb. (f.255) p.1 In Moralem Philosophiam Aristotoles; p.11 In decem libros eticorum; p.46 de Principiis Actionis; p.66 de Actibus Humanis; p.88 de Passionibus Animi; pp. 105-132 de Virtutibus.",,2022-09-16T16:08:24-04:00,2020-03-08,/Users/emeryr/code/upenn-libraries/ds-scripts/scripts/../data/prototype-data/oregon/oregon-marc-041.xml
