subject_as_recorded,subfield_codes,vocab,source_authority_uri,authorized_label,structured_value,authorized_label_add,structured_value_add
"Letter writing, German.",a,0,http://id.loc.gov/authorities/subjects/sh85076225,"Letter writing, German",http://id.worldcat.org/fast/996724,,
"Letter writing, Latin--Early works to 1800.",a--v,0,,,,"Letter writing, Latin;Early works",http://id.worldcat.org/fast/996740;http://id.worldcat.org/fast/1411636
Letter writing.,a,fast,http://id.worldcat.org/fast/996699,Letter writing,http://id.worldcat.org/fast/996699,,
Letter writing--Early works to 1800.,a--v,0,http://id.loc.gov/authorities/subjects/sh2009129554,Letter writing;Early works,http://id.worldcat.org/fast/996699;http://id.worldcat.org/fast/1411636,,
"Letter writing--Handbooks, manuals, etc.--Early works to 1800.",a--v--v,0,,,,Letter writing;Handbooks and manuals;Early works,http://id.worldcat.org/fast/996699;http://id.worldcat.org/fast/1423877;http://id.worldcat.org/fast/1411636
Liège (Belgium)--History.,a--x,0,http://id.loc.gov/authorities/subjects/sh97004833,Belgium--Liège;History,http://id.worldcat.org/fast/1207176;http://id.worldcat.org/fast/958235,,
Limousin (France)--History.,a--x,0,,France--Limousin;History,http://id.worldcat.org/fast/1212110;http://id.worldcat.org/fast/958235,,
Limousin (France)--Social conditions.,a--x,0,,France--Limousin;Social conditions,http://id.worldcat.org/fast/1212110;http://id.worldcat.org/fast/1919811,,
Limoux (France),a,0,http://id.loc.gov/authorities/names/n82141212,France--Limoux,http://id.worldcat.org/fast/1222255,,
Lion hunting.,a,0,http://id.loc.gov/authorities/subjects/sh85077273,Lion hunting,http://id.worldcat.org/fast/999318,,
Lion hunting.,a,fast,http://id.worldcat.org/fast/999318,Lion hunting,http://id.worldcat.org/fast/999318,,
Liturgics.,a,fast,http://id.worldcat.org/fast/1000579,Liturgics,http://id.worldcat.org/fast/1000579,,
Livorno (Italy)--Commerce--History.,a--x--x,0,,Italy--Livorno;Commerce;History,http://id.worldcat.org/fast/1206206;http://id.worldcat.org/fast/869279;http://id.worldcat.org/fast/958235,,
Livorno (Italy)--History--16th century.,a--x--y,0,,Italy--Livorno;History;Sixteenth century,http://id.worldcat.org/fast/1206206;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1119851,,
Livorno (Italy)--History--Sources.,a--x--v,0,,Italy--Livorno;History;Sources,http://id.worldcat.org/fast/1206206;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1423900,,
Livorno (Italy)--Politics and government.,a--x,0,,Italy--Livorno;Politics and government,http://id.worldcat.org/fast/1206206;http://id.worldcat.org/fast/1919741,,
Local government--Law and legislation.,a--x,fast,http://id.worldcat.org/fast/1001344,Local government--Law and legislation,http://id.worldcat.org/fast/1001344,,
Local government--Law and legislation--Italy.,a--x--z,0,http://id.loc.gov/authorities/subjects/sh2008107096,Local government--Law and legislation;Italy,http://id.worldcat.org/fast/1001344;http://id.worldcat.org/fast/1204565,,
"Logic, Medieval.",a,fast,http://id.worldcat.org/fast/1002062,"Logic, Medieval",http://id.worldcat.org/fast/1002062,,
"Logic, Medieval.",a,0,http://id.loc.gov/authorities/subjects/sh85078108,"Logic, Medieval",http://id.worldcat.org/fast/1002062,,
Logic.,a,fast,http://id.worldcat.org/fast/1002014,Logic,http://id.worldcat.org/fast/1002014,,
Logic--Early works to 1800.,a--v,0,http://id.loc.gov/authorities/subjects/sh2008107110,Logic;Early works,http://id.worldcat.org/fast/1002014;http://id.worldcat.org/fast/1411636,,
Logic--Early works to 1800.,a--v,0,,Logic;Early works,http://id.worldcat.org/fast/1002014;http://id.worldcat.org/fast/1411636,,
Lollards.,a,0,http://id.loc.gov/authorities/subjects/sh85078168,Lollards,http://id.worldcat.org/fast/1002166,,
Lollards.,a,fast,http://id.worldcat.org/fast/1002166,Lollards,http://id.worldcat.org/fast/1002166,,
Lord's Supper.,a,fast,http://id.worldcat.org/fast/1002518,Lord's Supper,http://id.worldcat.org/fast/1002518,,
Lord's Supper--Adoration.,a--x,fast,http://id.worldcat.org/fast/1002522,Lord's Supper--Adoration,http://id.worldcat.org/fast/1002522,,
Lord's Supper--Adoration.,a--x,0,http://id.loc.gov/authorities/subjects/sh85078358,Lord's Supper--Adoration,http://id.worldcat.org/fast/1002522,,
Lord's Supper--Catholic Church.,a--x,fast,http://id.worldcat.org/fast/1002529,Lord's Supper--Catholic Church,http://id.worldcat.org/fast/1002529,,
Lord's Supper--Catholic Church.,a--x,0,http://id.loc.gov/authorities/subjects/sh85078361,Lord's Supper--Catholic Church,http://id.worldcat.org/fast/1002529,,
Lord's Supper--Prayers and devotions--Early works to 1800.,a--v--v,0,,Lord's Supper;Prayers and devotions;Early works,http://id.worldcat.org/fast/1002518;http://id.worldcat.org/fast/1423909;http://id.worldcat.org/fast/1411636,,
Lorraine (France)--History--16th century--Economic aspects.,a--x--y--x,0,,France--Lorraine;History;Sixteenth century,http://id.worldcat.org/fast/1216150;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1119851,,
Lorraine (France)--History--17th century--Economic aspects.,a--x--y--x,0,,France--Lorraine;History;Seventeenth century,http://id.worldcat.org/fast/1216150;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1113663,,
Lorraine (France)--History--18th century--Economic aspects.,a--x--y--x,0,,France--Lorraine;History;Eighteenth century,http://id.worldcat.org/fast/1216150;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/904058,,
"Love poetry, Latin (Medieval and modern)",a,fast,http://id.worldcat.org/fast/1002915,"Love poetry, Latin (Medieval and modern)",http://id.worldcat.org/fast/1002915,,
"Love poetry, Latin (Medieval and modern)--Early works to 1800.",a--v,0,,"Love poetry, Latin (Medieval and modern);Early works",http://id.worldcat.org/fast/1002915;http://id.worldcat.org/fast/1411636,,
Low German language.,a,fast,http://id.worldcat.org/fast/1003090,Low German language,http://id.worldcat.org/fast/1003090,,
"Low German language--Glossaries, vocabularies, etc.",a--v,0,,"Low German language;Glossaries, vocabularies, etc.",http://id.worldcat.org/fast/1003090;http://id.worldcat.org/fast/1423786,,
Lucca (Italy)--History--14th century.,a--x--y,0,,Italy--Lucca;History;Fourteenth century,http://id.worldcat.org/fast/1204336;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/933420,,
Lucca (Italy)--History--15th century.,a--x--y,0,,Italy--Lucca;History;Fifteenth century,http://id.worldcat.org/fast/1204336;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/923962,,
Lucca (Italy)--Religious life and customs.,a--x,0,,Italy--Lucca;Religious life,http://id.worldcat.org/fast/1204336;http://id.worldcat.org/fast/1094112,,
Lucerne (Switzerland)--History--16th century--Sources.,a--x--y--v,0,,Switzerland--Lucerne;History;Sixteenth century;Sources,http://id.worldcat.org/fast/1202792;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1119851;http://id.worldcat.org/fast/1423900,,
Lutheran Church.,a,fast,http://id.worldcat.org/fast/1003996,Lutheran Church,http://id.worldcat.org/fast/1003996,,
Lutheran Church--Controversial literature--Catholic authors.,a--x--x,fast,http://id.worldcat.org/fast/1004014,Lutheran Church--Controversial literature--Catholic authors,http://id.worldcat.org/fast/1004014,,
Lutheran Church--Controversial literature--Catholic authors--Early works to 1800.,a--v--x--v,0,,Lutheran Church--Controversial literature;Controversial literature--Catholic authors;Catholic authors;Early works,http://id.worldcat.org/fast/1425854;http://id.worldcat.org/fast/1352541;http://id.worldcat.org/fast/849146;http://id.worldcat.org/fast/1411636,,
Lyon (France)--Church history.,a--x,0,,France--Lyon;Church history,http://id.worldcat.org/fast/1214593;http://id.worldcat.org/fast/1411629,,
Lyon (France)--History--15th century.,a--x--y,0,,France--Lyon;History;Fifteenth century,http://id.worldcat.org/fast/1214593;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/923962,,
Magic.,a,fast,http://id.worldcat.org/fast/1005468,Magic,http://id.worldcat.org/fast/1005468,,
Magic--Early works to 1800.,a--v,0,http://id.loc.gov/authorities/subjects/sh2008107172,Magic;Early works,http://id.worldcat.org/fast/1005468;http://id.worldcat.org/fast/1411636,,
Magic--Religious aspects--Christianity.,a--x--x,fast,http://id.worldcat.org/fast/1005480,Magic--Religious aspects--Christianity,http://id.worldcat.org/fast/1005480,,
Magic--Religious aspects--Christianity--Early works to 1800.,a--x--x--v,0,,Magic--Religious aspects;Christianity;Early works,http://id.worldcat.org/fast/1005478;http://id.worldcat.org/fast/859599;http://id.worldcat.org/fast/1411636,,
Magic squares.,a,0,http://id.loc.gov/authorities/subjects/sh85079628,Magic squares,http://id.worldcat.org/fast/1005506,,
Magic squares.,a,fast,http://id.worldcat.org/fast/1005506,Magic squares,http://id.worldcat.org/fast/1005506,,
Magnificat (Music),a,fast,http://id.worldcat.org/fast/1005931,Magnificat (Music),http://id.worldcat.org/fast/1005931,,
Magnificat (Music)--Early works to 1800.,a--v,0,,Magnificat (Music);Early works,http://id.worldcat.org/fast/1005931;http://id.worldcat.org/fast/1411636,,
Maguelonne (France)--History.,a--x,0,,France--Maguelonne;History,http://id.worldcat.org/fast/1305766;http://id.worldcat.org/fast/958235,,
Mahzorim.,a,fast,http://id.worldcat.org/fast/1006018,Mahzorim,http://id.worldcat.org/fast/1006018,,
Mahzorim--Texts.,a--v,0,http://id.loc.gov/authorities/subjects/sh2008107196,Mahzorim;Texts,http://id.worldcat.org/fast/1006018;http://id.worldcat.org/fast/1423705,,
Maine-et-Loire (France)--History--16th century--Economic aspects.,a--x--y--x,0,,France--Maine-et-Loire;History;Sixteenth century,http://id.worldcat.org/fast/1202998;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1119851,,
"Mainz (Rhineland-Palatinate, Germany)--Church history.",a--x,0,,Germany--Mainz (Rhineland-Palatinate);Church history,http://id.worldcat.org/fast/1312353;http://id.worldcat.org/fast/1411629,,
Manichaeism.,a,fast,http://id.worldcat.org/fast/1007716,Manichaeism,http://id.worldcat.org/fast/1007716,,
Manichaeism--Early works to 1800.,a--v,0,,Manichaeism;Early works,http://id.worldcat.org/fast/1007716;http://id.worldcat.org/fast/1411636,,
Manners and customs.,a,fast,http://id.worldcat.org/fast/1007815,Manners and customs,http://id.worldcat.org/fast/1007815,,
Manresa (Spain)--Social conditions.,a--x,0,,Spain--Manresa;Social conditions,http://id.worldcat.org/fast/1209982;http://id.worldcat.org/fast/1919811,,
Mantua (Italy)--Economic conditions--16th century.,a--x--y,0,,Italy--Mantua;Economic conditions;Sixteenth century,http://id.worldcat.org/fast/1204700;http://id.worldcat.org/fast/1919582;http://id.worldcat.org/fast/1119851,,
Mantua (Italy)--History--16th century.,a--x--y,0,,Italy--Mantua;History;Sixteenth century,http://id.worldcat.org/fast/1204700;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1119851,,
Manuscript fragments--Kansas--Lawrence.,a--z--z,0,,,,Manuscript fragments;Kansas--Lawrence,http://id.worldcat.org/fast/1938802;http://id.worldcat.org/fast/1212060
Manuscript maps.,a,fast,http://id.worldcat.org/fast/1754087,Manuscript maps,http://id.worldcat.org/fast/1752677,,
Manuscript maps--Early works to 1800--Specimens.,a--v--v,0,,Manuscript maps;Early works;Specimens,http://id.worldcat.org/fast/1752677;http://id.worldcat.org/fast/1411636;http://id.worldcat.org/fast/1423861,,
"Manuscripts, Dutch.",a,0,,,,"Manuscripts, Dutch",http://id.worldcat.org/fast/1008323
"Manuscripts, English.",a,0,,,,"Manuscripts, English",http://id.worldcat.org/fast/1008324
"Manuscripts, French.",a,0,,,,"Manuscripts, French",http://id.worldcat.org/fast/1008338
"Manuscripts, German.",a,0,,,,"Manuscripts, German",http://id.worldcat.org/fast/1008346
"Manuscripts, Greek.",a,0,,,,"Manuscripts, Greek",http://id.worldcat.org/fast/1008349
"Manuscripts, Hebrew.",a,fast,http://id.worldcat.org/fast/1008360,"Manuscripts, Hebrew",http://id.worldcat.org/fast/1008360,,
"Manuscripts, Hebrew.",a,0,,"Manuscripts, Hebrew",http://id.worldcat.org/fast/1008360,,
"Manuscripts, Italian.",a,0,,,,"Manuscripts, Italian",http://id.worldcat.org/fast/1008378
"Manuscripts, Latin.",a,0,,,,"Manuscripts, Latin",http://id.worldcat.org/fast/1008395
"Manuscripts, Medieval.",a,0,,,,"Manuscripts, Medieval",http://id.worldcat.org/fast/1008422
"Manuscripts, Medieval.--Kansas--Lawrence.",a--z--z,0,,,,"Manuscripts, Medieval;Kansas--Lawrence",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1212060
"Manuscripts, Medieval--Kansas--Lawrence.",a--z--z,0,,,,"Manuscripts, Medieval;Kansas--Lawrence",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1212060
"Manuscripts, Renaissance.",a,0,,,,"Manuscripts, Renaissance",http://id.worldcat.org/fast/1008472
"Manuscripts, Renaissance--Kansas--Lawrence.",a--z--z,0,,,,"Manuscripts, Renaissance;Kansas--Lawrence",http://id.worldcat.org/fast/1008472;http://id.worldcat.org/fast/1212060
Manuscripts.,a,fast,http://id.worldcat.org/fast/1008230,Manuscripts,http://id.worldcat.org/fast/1424060,,
Maritime law.,a,fast,http://id.worldcat.org/fast/1010102,Maritime law,http://id.worldcat.org/fast/1010102,,
Maritime law--Italy.,a--z,0,http://id.loc.gov/authorities/subjects/sh2008107412,Maritime law;Italy,http://id.worldcat.org/fast/1010102;http://id.worldcat.org/fast/1204565,,
Marriage.,a,fast,http://id.worldcat.org/fast/1010443,Marriage,http://id.worldcat.org/fast/1010443,,
Marriage (Roman law),a,fast,http://id.worldcat.org/fast/1010556,Marriage (Roman law),http://id.worldcat.org/fast/1010556,,
Marriage (Roman law),a,0,http://id.loc.gov/authorities/subjects/sh85081456,Marriage (Roman law),http://id.worldcat.org/fast/1010556,,
"Marriage customs and rites, Medieval.",a,fast,http://id.worldcat.org/fast/1010603,"Marriage customs and rites, Medieval",http://id.worldcat.org/fast/1010603,,
"Marriage customs and rites, Medieval--France--Sources.",a--z--v,0,,"Marriage customs and rites, Medieval;France;Sources",http://id.worldcat.org/fast/1010603;http://id.worldcat.org/fast/1204289;http://id.worldcat.org/fast/1423900,,
Marriage--England--Early works to 1800.,a--z--v,0,,Marriage;England;Early works,http://id.worldcat.org/fast/1010443;http://id.worldcat.org/fast/1219920;http://id.worldcat.org/fast/1411636,,
Marriage--Italy.,a--z,0,,Marriage;Italy,http://id.worldcat.org/fast/1010443;http://id.worldcat.org/fast/1204565,,
Marriage--Italy--Florence.,a--z--z,0,,Marriage;Italy--Florence,http://id.worldcat.org/fast/1010443;http://id.worldcat.org/fast/1204699,,
Marriage law.,a,fast,http://id.worldcat.org/fast/1010611,Marriage law,http://id.worldcat.org/fast/1010611,,
Marriage law.,a,0,http://id.loc.gov/authorities/subjects/sh85081508,Marriage law,http://id.worldcat.org/fast/1010611,,
Marriage law--Italy.,a--z,0,http://id.loc.gov/authorities/subjects/sh2008107452,Marriage law;Italy,http://id.worldcat.org/fast/1010611;http://id.worldcat.org/fast/1204565,,
Marsala (Italy),a,0,http://id.loc.gov/authorities/names/n79034513,Italy--Marsala,http://id.worldcat.org/fast/1204810,,
Marseille (France)--History.,a--x,0,http://id.loc.gov/authorities/subjects/sh2008115819,France--Marseille;History,http://id.worldcat.org/fast/1206417;http://id.worldcat.org/fast/958235,,
Martyrdom (Christianity) in literature.,a,0,,Christian martyrs in literature,http://id.worldcat.org/fast/859354,,
Masorah.,a,0,http://id.loc.gov/authorities/subjects/sh85081840,Masorah,http://id.worldcat.org/fast/1011180,,
Masorah.,a,fast,http://id.worldcat.org/fast/1011180,Masorah,http://id.worldcat.org/fast/1011180,,
Mass.,a,fast,http://id.worldcat.org/fast/1011191,Mass,http://id.worldcat.org/fast/1011191,,
Mass--Early works to 1800.,a--v,0,http://id.loc.gov/authorities/subjects/sh2010100839,Mass;Early works,http://id.worldcat.org/fast/1011191;http://id.worldcat.org/fast/1411636,,
"Materia medica, Vegetable.",a,fast,http://id.worldcat.org/fast/1011725,"Materia medica, Vegetable",http://id.worldcat.org/fast/1011725,,
"Materia medica, Vegetable--Early works to 1800.",a--v,0,http://id.loc.gov/authorities/subjects/sh2008107529,"Materia medica, Vegetable;Early works",http://id.worldcat.org/fast/1011725;http://id.worldcat.org/fast/1411636,,
Materia medica.,a,fast,http://id.worldcat.org/fast/1011707,Materia medica,http://id.worldcat.org/fast/1011707,,
Materia medica--Early works to 1800.,a--v,0,http://id.loc.gov/authorities/subjects/sh2008107528,Materia medica;Early works,http://id.worldcat.org/fast/1011707;http://id.worldcat.org/fast/1411636,,
Materia medica--Early works to 1800.,a--v,0,,Materia medica;Early works,http://id.worldcat.org/fast/1011707;http://id.worldcat.org/fast/1411636,,
Mathematical recreations.,a,fast,http://id.worldcat.org/fast/1012120,Mathematical recreations,http://id.worldcat.org/fast/1012120,,
Mathematical recreations--Early works to 1800.,a--v,0,,Mathematical recreations;Early works,http://id.worldcat.org/fast/1012120;http://id.worldcat.org/fast/1411636,,
"Mathematics, Arab.",a,fast,http://id.worldcat.org/fast/1012356,"Mathematics, Arab",http://id.worldcat.org/fast/1012356,,
"Mathematics, Arab--Early works to 1800.",a--v,0,http://id.loc.gov/authorities/subjects/sh2010100523,"Mathematics, Arab;Early works",http://id.worldcat.org/fast/1012356;http://id.worldcat.org/fast/1411636,,
