title_as_recorded,title_as_recorded_agr,uniform_title_as_recorded,uniform_title_as_recorded_agr,authorized_label
al-Juzʼ al-rābiʻ wa-al-ʻishrūn,الجزء الرابع والعشرون.,Qurʼan.,قرآن.,Qurʼan
al-Juzʼ al-rābiʻ ʻashar,الجزء الرابع عشر.,Qurʼan.,قرآن.,Qurʼan
al-Juzʼ al-rābiʻ ʻashar,الجزء الرابع عشر.,Qurʼan.,قرآن.,Qurʼan
al-Juzʼ al-rābiʻ ʻashar min al-rabʻah al-sharīfah,الجزء الرابع عشر من الربعة الشريفة.,Qurʼan.,قرآن.,Qurʼan
al-Juzʼ al-rābiʻ ʻashar min al-rabʻah al-sharīfah,الجزء الرابع عشر من الربعة الشريفة.,Qurʼan.,قرآن.,Qurʼan
al-Juzʼ al-sābiʻ wa-al-ʻishrūn,الجزء السابع والعشرون.,Qurʼan.,قرآن.,Qurʼan
al-Juzʼ al-sābiʻ wa-al-ʻishrūn,الجزء السابع والعشرون.,Qurʼan.,قرآن.,Qurʼan
al-Juzʼ al-sādis,الجزء السادس.,Qurʼan.,قرآن.,Qurʼan
al-Juzʼ al-sādis,الجزء السادس.,Qurʼan.,قرآن.,Qurʼan
al-Juzʼ al-sādis ʻashar,الجزء السادس عشر.,Qurʼan.,قرآن.,Qurʼan
al-Juzʼ al-sādis ʻashar,الجزء السادس عشر.,Qurʼan.,قرآن.,Qurʼan
al-Juzʼ al-tāsiʻ,الجزء التاسع.,Qurʼan.,قرآن.,Qurʼan
al-Juzʼ al-tāsiʻ,الجزء التاسع.,Qurʼan.,قرآن.,Qurʼan
al-Juzʼ al-tāsiʻ ʻashar,الجزء التاسع عشر.,Qurʼan.,قرآن.,Qurʼan
al-Juzʼ al-tāsiʻ ʻashar,الجزء التاسع عشر.,Qurʼan.,قرآن.,Qurʼan
al-Juzʼ al-thalāthūn,الجزء الثلاثون.,Qurʼan.,قرآن.,Qurʼan
al-Juzʼ al-thalāthūn,الجزء الثلاثون.,Qurʼan.,قرآن.,Qurʼan
al-Juzʼ al-thālith min Kitāb al-Burhān fī ʻulūm al-Qurʼān /,الجزء الثالث من كتاب البرهان في علوم القرآن /,Burhān fī ʻulūm al-Qurʼān,برهان في علوم القرآن,Burhān fī ʻulūm al-Qurʼān
al-Juzʼ al-thālith min Kitāb al-Rawḍah al-ṭālibīn wa-ʻumdat al-muftīyīn /,الجزء الثالث من كتاب الروضة الطالبين وعمدة المفتيين /,Rawḍat al-ṭālibīn wa-ʻumdat al-muftīn.,روضة الطالين وعمدة المفتين.,Rawḍat al-ṭālibīn wa-ʻumdat al-muftīn
al-Juzʼ al-thālith min Kitāb al-Wāḍiḥ fī uṣūl al-fiqh ʻalá madhhab al-Imām Abī ʻAbd Allāh Aḥmad ibn Muḥammad ibn Ḥanbal /,"الجز الثالث من كتاب الواضح في اصول الفقه على مذهب الامام ابي عبد الله احمد
				بن محمد بن حنبل /",Wāḍiḥ fī uṣūl al-fiqh.,واضح في اصول الفقه.,Wāḍiḥ fī uṣūl al-fiqh
al-Juzʼ al-thālith min Sharḥ al-Muḥarrar /,الجزؤ الثالث من شرح المحرر /,Sharḥ al-Muḥarrar.,شرح المحرر.,Sharḥ al-Muḥarrar
al-Juzʼ al-thālith ʻashar,الجزء الثالث عشر.,Qurʼan.,قرآن.,Qurʼan
al-Juzʼ al-thāmin,الجزء الثامن.,Qurʼan.,قرآن.,Qurʼan
al-Juzʼ al-thāmin,الجزء الثامن.,Qurʼan.,قرآن.,Qurʼan
al-Juzʼ al-thāmin wa-al-ʻishrūn,الجزء الثامن والعشرون.,Qurʼan.,قرآن.,Qurʼan
al-Juzʼ al-thāmin wa-al-ʻishrūn,الجزء الثامن والعشرون.,Qurʼan.,قرآن.,Qurʼan
al-Juzʼ al-thāmin ʻashar,الجزء الثامن عشر.,Qurʼan.,قرآن.,Qurʼan
al-Juzʼ al-thāmin ʻashar,الجزء الثامن عشر.,Qurʼan.,قرآن.,Qurʼan
al-Juzʼ al-thānī min al-Rawḍ al-unuf /,الجزء الثاني من الروض الانف /,Rawḍ al-unuf.,روض الانف,Rawḍ al-unuf
al-Juzʼ al-thānī min al-Rawḍ al-unuf /,الجزء الثاني من الروض الانف /,Rawḍ al-unuf.,روض الانف,Rawḍ al-unuf
al-Juzʼ al-thānī min al-Taḥrīr fī sharḥ al-Jāmiʻ al-kabīr /,الجزء الثاني من التحرير في شرح الجامع الكبير /,Taḥrīr fī sharḥ al-Jāmiʻ al-kabīr.,تحرير في شرح الجامع الكبير.,Taḥrīr fī sharḥ al-Jāmiʻ al-kabīr
al-Juzʼ al-thānī min Kitāb al-Tibyān fī tafsīr al-Qurʼān /,الجزء الثاني من كتاب التبيان في تفسير القرآن /,Tibyān fī tafsīr al-Qurʼān,تبيان في تفسير القرآن,Tibyān fī tafsīr al-Qurʼān
al-Juzʼ al-thānī min Kitāb Ḥilyat al-awliyāʼ wa-ṭabaqat al-aṣfiyāʼ /,الجزء الثاني من كتاب حلية الاوليا وطبقة الاصفيا /,Ḥilyat al-awliyāʼ.,حلية الاولياء.,Ḥilyat al-awliyāʼ
al-Juzʼ al-Thānī min Kitāb Jāmiʻ aḥkām al-Qurʼān wa-al-mubīn limā taḍammana min al-sunnah wa-ayy al-furqān /,"الجزء الثاني من كتاب جامع احكام القرآن والمبين لما تضمن من السنة واي
				الفرقان /",Jāmiʻ li-aḥkām al-Qurʼān.,جامع لاحكام القرآن.,Jāmiʻ li-aḥkām al-Qurʼān
al-Juzʼ al-thānī min Sharḥ al-Shāṭibīyah,الجزء الثاني من شرح الشاطبية,Ibrāz al-maʻānī min Ḥirz al-amānī.,ابراز المعاني من حرز الاماني.,Ibrāz al-maʻānī min Ḥirz al-amānī
al-Juzʼ al-thānī min Sharḥ al-Shāṭibīyah,الجزء الثاني من شرح الشاطبية,Ibrāz al-maʻānī min Ḥirz al-amānī.,ابراز المعاني من حرز الاماني.,Ibrāz al-maʻānī min Ḥirz al-amānī
al-Juzʼ al-thānī min Sharḥ Ṣaḥīḥ al-Bukhārī /,الجزء الثاني من شرح صحيح البخاري /,Sharḥ Ṣaḥīḥ al-Bukhārī.,شرح صحيح البخاري.,Sharḥ Ṣaḥīḥ al-Bukhārī
al-Juzʼ al-thānī min Tasʹhīl al-hidāyah wa-taḥṣīl al-Kifāyah /,الجزء الثاني من تسهيل الهداية وتحصيل الكفاية /,Tasʹhīl al-hidāyah wa-taḥṣīl al-Kifāyah.,تسهيل الهداية وتحصيل الکفاية.,Tasʹhīl al-hidāyah wa-taḥṣīl al-Kifāyah
al-Juzʼ al-thānī wa-al-ʻishrūn,الجزء الثاني والعشرون.,Qurʼan.,قرآن.,Qurʼan
al-Juzʼ al-thānī wa-al-ʻishrūn,الجزء الثاني والعشرون.,Qurʼan.,قرآن.,Qurʼan
al-Juzʼ al-ʻishrūn,الجزء العشرون.,Qurʼan.,قرآن.,Qurʼan
al-Kāfiyah,الكافية,Kāfiyah,كافية,Kāfiyah
al-Kashfīyah ʻalá Sharḥ al-ʻAḍudīyah ... etc,الكشفية على شرح العضدية ... الخ.,,,Kashfīyah ʻalá Sharḥ al-ʻAḍudīyah
al-Kawākib al-durrīyah ʻalá al-Arbaʻīn al-Jawharīyah /,الكواكب الدرية على الاربعين الجوهرية /,,,Kawākib al-durrīyah ʻalá al-Arbaʻīn al-Jawharīyah
al-Khulāṣah,الخلاصة.,Sharḥ Alfīyat Ibn Mālik,شرح على الفية ابن مالك في علم العربية,Sharḥ Alfīyat Ibn Mālik
al-Khulāṣah,الخلاصة.,Sharḥ Alfīyat Ibn Mālik,شرح على الفية ابن مالك في علم العربية,Sharḥ Alfīyat Ibn Mālik
al-Khulāṣah fī maʻrifat al-ḥadīth ... etc,الخلاصة في معرفة الحديث ... الخ.,,,Khulāṣah fī maʻrifat al-ḥadīth
al-Kitāb al-mabsūṭ,الکتاب المبسوط.,Mabsūṭ,مبسوط,Mabsūṭ
al-Kullīyāt,الكليات.,Qānūn fī al-ṭibb.,قانون في الطب.,Qānūn fī al-ṭibb
al-Kullīyāt,الكليات.,Qānūn fī al-ṭibb.,قانون في الطب.,Qānūn fī al-ṭibb
al-Laṭāyif al-nūrīyah fī al-minaḥ al-Damanhūrīyah,اللطايف النورية في المنح الدمنهورية.,,,Laṭāyif al-nūrīyah fī al-minaḥ al-Damanhūrīyah
Allen christen getrewen und recht gelobigen ...,,Consolatio peccatorum seu Processus Belial.,,Consolatio peccatorum seu Processus Belial
al-Lumʻah al-sanīyah fī ḥall alfāẓ al-Ājurrūmīyah,اللمعة السنية في حل الفاظ الاجرومية.,,,Lumʻah al-sanīyah fī ḥall alfāẓ al-Ājurrūmīyah
al-Lumʻah al-sanīyah fī ḥall alfāẓ al-Ājurrūmīyah,اللمعة السنية في حل الفاظ الاجرومية.,,,Lumʻah al-sanīyah fī ḥall alfāẓ al-Ājurrūmīyah
al-Lumʻah fī ajwibat al-asʼilah al-sabʻah /,اللمعة في اجوبة الاسئلة السبعة /,,,Lumʻah fī ajwibat al-asʼilah al-sabʻah
al-Lumʻah fī khuṣūṣīyāt yawm al-Jumʻah /,اللمعة في خصوصيات يوم الجمعة /,,,Lumʻah fī khuṣūṣīyāt yawm al-Jumʻah
al-Luʼluʼ al-naẓīm /,اللؤلؤ النظيم /,Luʼluʼ al-naẓīm fī rawm al-taʻallum wa-al-taʻlīm,لؤلؤ النظيم في روم التعلم والتعليم,Luʼluʼ al-naẓīm fī rawm al-taʻallum wa-al-taʻlīm
al-Luʼluʼ al-naẓīm /,اللؤلؤ النظيم /,Luʼluʼ al-naẓīm fī rawm al-taʻallum wa-al-taʻlīm,لؤلؤ النظيم في روم التعلم والتعليم,Luʼluʼ al-naẓīm fī rawm al-taʻallum wa-al-taʻlīm
Almagest,,Almagest,,Almagest
al-Maḥāsin al-mujtamaʻah fī faḍl faḍāyil al-khulafāʼ al-arbaʻah /,المحاسن المجتمعة في فضل فضايل الخلفاء الاربعة /,,,Maḥāsin al-mujtamaʻah fī faḍl faḍāyil al-khulafāʼ al-arbaʻah
al-Maḥāsin al-mujtamaʻah fī faḍl faḍāyil al-khulafāʼ al-arbaʻah /,المحاسن المجتمعة في فضل فضايل الخلفاء الاربعة /,,,Maḥāsin al-mujtamaʻah fī faḍl faḍāyil al-khulafāʼ al-arbaʻah
Almanac,,,,Almanac
al-Manāhij al-wāfiyah fī sharḥ al-Shāfiyah /,المناهج الوافية في شرح الشافية /,,,Manāhij al-wāfiyah fī sharḥ al-Shāfiyah
al-Manāhij al-wāfiyah fī sharḥ al-Shāfiyah /,المناهج الوافية في شرح الشافية /,,,Manāhij al-wāfiyah fī sharḥ al-Shāfiyah
al-Manhaj al-mubīn fī sharḥ al-Arbaʻīn,المنهج المبين في شرح الاربعين.,,,Manhaj al-mubīn fī sharḥ al-Arbaʻīn
al-Manhal al-sākib fī maʻrifat taḥrīk al-kawākib,المنهل الساکب في معرفة تحريك الکواکب.,,,Manhal al-sākib fī maʻrifat taḥrīk al-kawākib
al-Manhal al-sākib fī maʻrifat taḥrīk al-kawākib,المنهل الساکب في معرفة تحريك الکواکب.,,,Manhal al-sākib fī maʻrifat taḥrīk al-kawākib
al-Manhal al-ʻadhb al-mustaṭāb fī kayfīyat al-ʻamal bi-al-asṭurlāb /,المنهل العذب المستطاب في كيفية العمل بالاسطرلاب /,,,Manhal al-ʻadhb al-mustaṭāb fī kayfīyat al-ʻamal bi-al-asṭurlāb
al-Manhal al-ʻadhb al-mustaṭāb fī kayfīyat al-ʻamal bi-al-asṭurlāb /,المنهل العذب المستطاب في كيفية العمل بالاسطرلاب /,,,Manhal al-ʻadhb al-mustaṭāb fī kayfīyat al-ʻamal bi-al-asṭurlāb
al-Manẓūmah al-Nasafīyah fī al-khilāfīyāt,المنظومة النسفية في الخلافيات.,,,Manẓūmah al-Nasafīyah fī al-khilāfīyāt
al-Maqāmāt,المقامات.,,,al-Maqāmāt
al-Maqṣūrah al-Duraydīyah wa-sharḥuhā,المقصورة الدريدية وشرحها.,,,Maqṣūrah al-Duraydīyah wa-sharḥuhā
al-Mawāhib al-mudhdhakharah fī tafsīr khawātim Sūrat al-Baqarah /,المواهب المذخرة في تفسير خواتم سورة البقرة /,,,Mawāhib al-mudhdhakharah fī tafsīr khawātim Sūrat al-Baqarah
al-Minhāj fī sharḥ Muslim ibn al-Ḥajjāj,المنهاج في شرح مسلم بن الحجاج.,,,Minhāj fī sharḥ Muslim ibn al-Ḥajjāj
Almi viri Francisci Senensis Vita miraculorum fertilis,,,,Almi viri Francisci Senensis vita
al-Mudawwanah,المدونة.,Mudawwanah.,مدونة.,Mudawwanah
al-Mufarrij,المفرج.,,,Mufarrij
al-Mufaṣṣal /,المفصل /,,,Mufaṣṣal
al-Mufaṣṣal /,المفصل /,,,Mufaṣṣal
al-Muhadhdhab fī al-hijāʼ min dhayl Shifāʼ al-qurrāʼ,المهذب في الهجاء من ذيل شفاء القراء.,,,Muhadhdhab fī al-hijāʼ min dhayl Shifāʼ al-qurrāʼ
al-Muḥīṭ ʻalá madhhab al-Imām al-Aʻẓam Abī Ḥanīfah al-Nuʻmān ibn Thābit,المحيط على مذهب الامام الاعظم ابي حنيفة النعمان بن ثابت.,Muḥīṭ,محيط,Muḥīṭ
al-Mujallad al-rābiʻ min al-mathnawī al-maʻnawī al-hādī ilá ṣirāṭ al-sawī,المجلّد الرابع من المثنوي المعنوي الهادي الى صراط السوي.,Mas̲navī.,مثنوى.,Mas̲navī
al-Mujallad al-rābiʻ min al-mathnawī al-maʻnawī al-hādī ilá ṣirāṭ al-sawī,المجلّد الرابع من المثنوي المعنوي الهادي الى صراط السوي.,Mas̲navī.,مثنوى.,Mas̲navī
al-Mujallad al-thānī min Kitāb al-Kāfī fī al-fiqh /,المجلد الثاني من كتاب الكافي في الفقه /,Kāfī fī al-fiqh.,کافي في الفقه.,Kāfī fī al-fiqh
al-Mulāḥaẓah al-intiqādiyah fī al-sīrah al-Muḥammadīyah,الملاحظة الانتقادية في السيرة المحمدية.,,,al-Mulāḥaẓah al-intiqādiyah fī al-sīrah al-Muḥammadīyah
al-Mulakhkhaṣ fī al-hayʼah,الملخص في الهيئة.,Sharḥ al-Jaghmīnī,شرح الجغميني,Sharḥ al-Jaghmīnī
al-Mulakhkhaṣ fī al-hayʼah,الملخص في الهيئة.,Sharḥ al-Jaghmīnī,شرح الجغميني,Sharḥ al-Jaghmīnī
al-Munaqqaḥāt al-mashrūḥah,المنقحات المشروحة.,,,Munaqqaḥāt al-mashrūḥah
al-Munaqqaḥāt al-mashrūḥah,المنقحات المشروحة.,,,Munaqqaḥāt al-mashrūḥah
al-Munqidh ʻan al-ḍalāl /,المنقذ عن الضلال /,Munqidh min al-ḍalāl,منقذ من الضلال,Munqidh min al-ḍalāl
al-Munqidh ʻan al-ḍalāl /,المنقذ عن الضلال /,Munqidh min al-ḍalāl,منقذ من الضلال,Munqidh min al-ḍalāl
al-Muqaddimah al-Ghaznawīyah,المقدمة الغزنوية.,,,al-Muqaddimah al-Ghaznawīyah
al-Muṭawwal,المطول.,,,Muṭawwal
al-Muṭawwal,المطول.,,,Muṭawwal
al-Muʻjam al-wajīz min aḥādīth al-Rasūl al-ʻazīz,المعجم الوجيز من احاديث الرسول العزيز.,,,Muʻjam al-wajīz min aḥādīth al-Rasūl al-ʻazīz
al-Naṣīḥah al-īmānīyah fī faḍīḥat al-millah al-Naṣrānīyah,النصيحة الايمانية في فضيحة الملة النصرانية.,,,Naṣīḥah al-īmānīyah fī faḍīḥat al-millah al-Naṣrānīyah
al-Naṣīḥah al-īmānīyah fī faḍīḥat al-millah al-Naṣrānīyah,النصيحة الايمانية في فضيحة الملة النصرانية.,,,Naṣīḥah al-īmānīyah fī faḍīḥat al-millah al-Naṣrānīyah
al-Niṣf al-thānī min juzʼ aḥad ʻashar,النصف الثاني من جزء احد عشر.,Qurʼan.,قرآن.,Qurʼan
al-Niṣf al-thānī min juzʼ aḥad ʻashar,النصف الثاني من جزء احد عشر.,Qurʼan.,قرآن.,Qurʼan
al-Nuzʹhah al-zahīyah fī aḥkām al-ḥammām al-sharʻīyah wa-al-ṭibbīyah /,النزهة الزهية في احكام الحمام الشرعية والطبية /,,,Nuzʹhah al-zahīyah fī aḥkām al-ḥammām al-sharʻīyah wa-al-ṭibbīyah
al-Nuzʹhah al-zahīyah fī aḥkām al-ḥammām al-sharʻīyah wa-al-ṭibbīyah /,النزهة الزهية في احكام الحمام الشرعية والطبية /,,,Nuzʹhah al-zahīyah fī aḥkām al-ḥammām al-sharʻīyah wa-al-ṭibbīyah
Alphabetical compendium of the Speculum doctrinale,,Speculum doctrinale,,Speculum doctrinale
Alphabetical index to Medici (?) account book,,,,Account book
Alphabetum malarum mulierum ... etc,,,,Alphabetum malarum mulierum
al-Qāmūs al-muḥīṭ,القاموس المحيط.,,,al-Qāmūs al-muḥīṭ
al-Qāmūs al-muḥīṭ,القاموس المحيط.,,,al-Qāmūs al-muḥīṭ
al-Qānūn fī al-ṭibb,القانون في الطب,,,Qānūn fī al-ṭibb
al-Qānūn fī al-ṭibb,القانون في الطب,,,Qānūn fī al-ṭibb
al-Qaṣīdah al-mubārakah,القصيدة المباركة,Burdah,بردة,Burdah
al-Qaṣīdah al-mulaqqabah bi-Ḥirz al-amānī wa-wajh al-tahānī,القصيدة الملقبة بحرز الاماني ووجه التهاني,Ḥirz al-amānī wa-wajh al-tahānī,حرز الاماني ووجه التهاني,Ḥirz al-amānī wa-wajh al-tahānī
al-Qaṣīdah al-mulaqqabah bi-Ḥirz al-amānī wa-wajh al-tahānī,القصيدة الملقبة بحرز الاماني ووجه التهاني,Ḥirz al-amānī wa-wajh al-tahānī,حرز الاماني ووجه التهاني,Ḥirz al-amānī wa-wajh al-tahānī
al-Qawl al-maqbūl fīmā yuddaʻá fīhi bi-al-majhūl /,القول المقبول فيما يدعي فيه بالمجهول /,,,Qawl al-maqbūl fīmā yuddaʻá fīhi bi-al-majhūl
al-Qism al-thānī min Yatīmat al-dahr fī shuʻarāʼ al-ʻaṣr /,القسم الثاني من يتيمة الدهر في شعراء العصر /,Yatīmat al-dahr.,يتيمة الدهر.,Yatīmat al-dahr
al-Qism al-thānī min Yatīmat al-dahr fī shuʻarāʼ al-ʻaṣr /,القسم الثاني من يتيمة الدهر في شعراء العصر /,Yatīmat al-dahr.,يتيمة الدهر.,Yatīmat al-dahr
al-Qurʼān,,Qurʼan.,قرآن.,Qurʼan
al-Qurʼān,القرآن,Qurʼan.,قرآن.,Qurʼan
al-Qurʼān,القرآن.,Qurʼan.,,Qurʼan
al-Qurʼān,القرآن.,Qurʼan.,قرآن,Qurʼan
al-Qurʼān,القرآن.,Qurʼan.,قرآن.,Qurʼan
al-Qurʼān,القرآن.,Qurʼan.,قرآن.,Qurʼan
al-Qurʼān,القرآن,Qurʼan.,قرآن.,Qurʼan
al-Qurʼān,القرآن.,Qurʼan.,,Qurʼan
al-Qurʼān,القرآن.,Qurʼan.,قرآن,Qurʼan
al-Qurʼān,,Qurʼan.,قرآن.,Qurʼan
al-Qurʾān,القرآن.,Qurʼan.,,Qur'an
al-Qurʾān,القرآن.,Qurʼan.,,Qur'an
al-Radd al-muṣān li-mā aftá bi-hi Riḍwān,الرد المصان لما افتى به رضوان.,,,Radd al-muṣān li-mā aftá bi-hi Riḍwān
