title_as_recorded,title_as_recorded_agr,uniform_title_as_recorded,uniform_title_as_recorded_agr,authorized_label,authorized_label_add,authorized_label_add2
Bṛhadāraṇyakopaniṣad,बृहदारण्यकोपनिषद्,Upanishads,,,Upanishads,
Bṛhadāraṇyakārthadīpikā,बृहदारण्यकार्थदीपिका,,,,,Bṛhadāraṇyakārthadīpikā
Bṛhadṛgvidhāna,बृहदृग्विधान,,,,,Bṛhadṛgvidhāna
Bṛhajjātaka,बृहज्जातक,,,,,Bṛhajjātaka
Bṛhannāradīyapurāṇa,बृहन्नारदीयपुराण,Puranas,,,Puranas,
Bṛhannāradīyapurāṇa puruṣottamamāhātmya,बृहन्नारदीयपुराण पुरुषोत्तममाहात्म्य,,,,,Bṛhannāradīyapurāṇa puruṣottamamāhātmya
Bṛhaspatiśānti,बृहस्पतिशान्ति,,,,,Bṛhaspatiśānti
Bṛhatkathāmañjarī,बृहत्कथामञ्जरी,,,,,Bṛhatkathāmañjarī
Camatkāracintāmaṇi,चमत्कारचिन्तामणि,,,,,Camatkāracintāmaṇi
Campubhārata,चम्पुभारत,Bhāratacampū,,,Bhāratacampū,
Candralokaprakāśa,चन्द्रलोकप्रकाश,,,,,Candralokaprakāśa
Carapaṭamañjurigastotra,चरपटमञ्जुरिगस्तोत्र,,,,,Carapaṭamañjurigastotra
Caraṇavyūha,चरणव्यूह,,,,,Caraṇavyūha
Caraṇavyūha,,,,,,Caraṇavyūha
Carpaṭa pañjarikāstotra,चर्पटमञ्जरिकास्तोत्र,,,,,Carpaṭa pañjarikāstotra
Carpaṭapañjurīkāstotra,चर्पटपञ्जरीकास्तोत्र,,,,,Carpaṭapañjurīkāstotra
Caturthaparyāya,चतुर्थपर्याय,,,,,Caturthaparyāya
Caturthipūjana,चतुर्थिपूजन,,,,,Caturthipūjana
Catuḥślokībhārata,चतुःश्लोकीभारत,,,,,Catuḥślokībhārata
Caulaprayoga,चौलप्रयोग,,,,,Caulaprayoga
Caurapañcāśikā,चौरपञ्चाशिका,,,,,Caurapañcāśikā
Cayanaprayoga,चयनप्रयोग,,,,,Cayanaprayoga
Caṇḍeśvarapraśnavidyā,चण्डेश्वरप्रश्नविद्या,,,,,Caṇḍeśvarapraśnavidyā
Caṇḍipāṭhakrama,,Tantras,,,Tantras,
Caṇḍobhimānī,चण्डोभिमानी,,,,,Caṇḍobhimānī
Caṇḍīpāṭaprayoga,चण्डीपाटप्रयोग,,,,,Caṇḍīpāṭaprayoga
Caṇḍīpāṭhakrama,,Tantras,,,Tantras,
Caṇḍīstotraprayogavidhi,,,,,,Caṇḍīstotraprayogavidhi
Chandas,छन्दस्,,,,,Chandas
Chandograntha,छन्दोग्रन्थ,,,,,Chandograntha
Chāgalakṣaṇapariśiṣṭa,छागलक्षणपरिशिष्ट,Kātyāyanaśrautasūtra,,,Kātyāyanaśrautasūtra,
Chāndogya,छान्दोग्य,Upanishads,,,Upanishads,
Chāndogya upaniṣad,छान्दोग्य उपनिषद्,Upanishads,,,Upanishads,
Chāndogyabhāṣyaṭīkā,छान्दोग्यभाष्यटीका,,,,,Chāndogyabhāṣyaṭīkā
Chāndogyaṣaṣṭha,छान्दोग्यषष्ठ,Upanishads,,,Upanishads,
Chāndogyopaniṣad,छान्दोग्योपनिषद्,Upanishads,,,Upanishads,
Chāndogyopaniṣadbhāṣya,छान्दोग्योपनिषद्भाष्य,,,,,Chāndogyopaniṣadbhāṣya
Cidasthimāla,चिदस्थिमाल,,,,,Cidasthimāla
Cikitsāmṛtasaṃgraha,चिकित्समृतसंग्रह,,,,,Cikitsāmṛtasaṃgraha
Cikitsāñjana,चिकित्साञ्जन,,,,,Cikitsāñjana
Cintāmaṇi,चिन्तामणि,Tattvacintāmaṇi,,,Tattvacintāmaṇi,
Cintāmaṇiṭīkā,चिन्तामणिटीका,,,,,Cintāmaṇiṭīkā
Citrabandhastotra,चित्रबन्धस्तोत्र,,,,,Citrabandhastotra
Citradīpa,चित्रदीप,Pañcadaśī,,,Pañcadaśī,
Cittyupaniṣad,चित्त्युपनिषद्,Aranyakas,,,Aranyakas,
Cityupaniṣad,चित्युपनिषद्,Aranyakas,,,Aranyakas,
Collection of Jain scripture,,,,,,Jain scripture
Collection of Pali texts,,,,,,Collection of Pali texts
Collection of hymns and mantras,,,,,,Hymns and mantras
Collection of late Vedic upaniṣads and rituals,,,,,,Collection of late Vedic upaniṣads and rituals
Collection of sayings,,,,,,Collection of sayings
Collection of stotras,,,,,,Collection of stotras
Collection of upaniṣads and mantras,,,,,,Upaniṣads and mantras
Compendium of Vratas,,,,,,Compendium of Vratas
Cāturmāsprāyaṣcitta,दर्शपूर्णमासप्रायश्चित्त,,,,,Cāturmāsprāyaṣcitta
Cāturmāsya,चातुर्मास्य,,,,,Cāturmāsya
Cāturmāsyahautra,चातुर्मास्यहौत्र,,,,,Cāturmāsyahautra
Cāturmāsyahautraprayoga,चातुर्मास्यहौत्रप्रयोग,,,,,Cāturmāsyahautraprayoga
Cāturmāsyamāhātmya,चातुर्मास्यमाहात्म्य,Puranas,,,Puranas,
Cāturmāsyaprayoga,चातुर्मास्यप्रयोग,,,,,Cāturmāsyaprayoga
Cāturmāsyavratanirṇaya,चातुर्मास्यव्रतनिर्णय,Puranas,,,Puranas,
Cāturmāsyavratanirṇaya,चातुर्मास्यव्रतनिर्णय,,,,,Puranas
Cāṇakyarājanīti,चाणक्यराजनीति,Cāṇakyanīti,,,Cāṇakyanīti,
Cāṇakyarājanītiśāstra,चाणक्यराजनीतिशास्त्र,Cāṇakyanīti,,,Cāṇakyanīti,
Dakṣasmṛti,दक्षस्मृति,,,,,Dakṣasmṛti
Dakṣiṇakālikāpaddhati,,,,,,Dakṣiṇakālikāpaddhati
Dakṣiṇāmūrtipañjara,दक्षिणामूर्तिपञ्जर,Puranas,,,Puranas,
Dakṣiṇāmūrtistotra saṭīkā,दक्षिणामूर्तिस्तोत्र सटीका,Dakṣiṇāmūrtistotra,,,Dakṣiṇāmūrtistotra,
Dakṣiṇāmūrtistotrārthapratipāda,दक्षिणामूर्तिस्तोत्रार्थप्रतिपाद,,,,,Dakṣiṇāmūrtistotrārthapratipāda
Dakṣiṇāmūrtividhāna,दक्षिणामूर्तिविधान,,,,,Dakṣiṇāmūrtividhāna
Damayantīkathā,दमयन्तीकथा,,,,,Damayantīkathā
Dampatyadīnāṃ dvādaśavarṣād ūrddhvamilanavidhiḥ,दंपत्यदीनां द्वादशवर्षादूर्द्ध्वमिलनविधिः,Puranas,,,Puranas,
Darśana,दर्शन,,,,,Darśana
Darśapaurṇamāsa,दर्शपौर्णमास,,,,,Darśapaurṇamāsa
Darśapaurṇamāsa prayoga,दर्शपौर्णमास प्रयोग,,,,,Darśapaurṇamāsa prayoga
Darśapūrṇamāsahautraprayoga,दर्शपूर्णमासहौत्रप्रयोग,,,,,Darśapūrṇamāsahautraprayoga
Darśapūrṇamāsaprayoga,दर्शपूर्णमासप्रयोग,,,,,Darśapūrṇamāsaprayoga
Darśapūrṇamāsaprayoga,दर्शपूर्णमासप्रयोग,Darśapūrṇamāsaprakaraṇa,,,Darśapūrṇamāsaprakaraṇa,
Darśapūrṇamāsaprāyaścitta,दर्शपूर्णमासप्रायश्चित्त,,,,,Darśapūrṇamāsaprāyaścitta
Darśapūrṇamāsasthālīpākaprayoga,दर्शपूर्णमासस्थालीपाकप्रयोग,,,,,Darśapūrṇamāsasthālīpākaprayoga
Darśapūrṇamāsau brahmatvaprayoga,दर्शपूर्णमासौब्रह्मत्वप्रयोग,,,,,Darśapūrṇamāsau brahmatvaprayoga
Darśapūrṇamāsāgnīdhra,दर्शपूर्णमासाग्नीध्र,,,,,Darśapūrṇamāsāgnīdhra
Darśādiśrāddhādhikāra,दर्शादिश्राधाधिकार,,,,,Darśādiśrāddhādhikāra
Dattātreya upaniṣat,दत्तात्रेय उपनिषत्,,,,,Dattātreya upaniṣat
Dattātreyastotra,दत्तात्रेयस्तोत्र,,,,,Dattātreyastotra
Dattātreyāṣṭottaraśatanāmastotra,दत्तात्रेयाष्टोत्तरशतनामस्तोत्र,,,,,Dattātreyāṣṭottaraśatanāmastotra
Daśaharāstotra,दशहरास्तोत्र,Puranas,,,Puranas,
Daśaharāvrata,दशहराव्रत,,,,,Daśaharāvrata
Daśakumāracarita,दशकुमारचरित,,,,,Daśakumāracarita
Daśapūrṇamāsaprāyaścitta,दशपूर्णमासप्रायश्चित्त,,,,,Daśapūrṇamāsaprāyaścitta
Daśarathalalitāvrata,दशरथललिताव्रत,Puranas,,,Puranas,"
"
Daśarathalalitāvratakathā,दशरथललिताव्रतकथा,Puranas,,,Puranas,
Daśarathalalitāvratodyāpana,दशरथललिताव्रतोद्यापन,,,,,Daśarathalalitāvratodyāpana
Daśarathaśanaiścarastotra,शनिश्चरस्तोत्र,Puranas,,,Puranas,
Devapūjānirṇaya,देवपूजानिर्णय,,,,,Devapūjānirṇaya
Devyatharvaśīrṣa,,,,,,Devyatharvaśīrṣa
Devyātharvaṇaśīrṣa,देव्याथर्वणशीर्ष,,,,,Devyātharvaṇaśīrṣa
Devīmāhātmya,देवीमाहात्म्य,,,,,Puranas
Devīmāhātmya,দেবীমাহাত্ম্য,Puranas,,,Puranas,
Devīmānasapūjāvidhi,देवीमानसपूजाविधि,,,,,Devīmānasapūjāvidhi
Devīsahasranāmastotra,देवीसहस्रनामस्तोत्र,Tantras,,,Tantras,
Devīsūktavarṇa,देवीसूक्तवर्ण,Tantras,,,Tantras,
Deśāntarasāriṇī,देशान्तरसारिणी,,,,,Deśāntarasāriṇī
Dhanadākavaca,,,,,,Dhanadākavaca
Dhanaṃjayanirghaṇṭa,धनंजयनिर्घण्ट,,,,,Dhanaṃjayanirghaṇṭa
Dhanyāṣṭakastotra,धन्याष्टकस्तोत्र,,,,,Dhanyāṣṭakastotra
Dharmasindhu,धर्मसिन्धु,,,,,Dharmasindhu
Dharmasindhusāra,धर्मसिन्धुसार,Dharmasindhu,,,Dharmasindhu,
Dharmaśāstra,धर्मशास्त्र,,,,,Dharmaśāstra
Dharmaśāstrasaṃgraha,धर्मशास्त्रसंग्रह,,,,,Dharmaśāstrasaṃgraha
Dharmmaśāstrasmṛti,धर्म्मशास्त्रस्मृति,Āṅgirasasmr̥ti,,,Āṅgirasasmr̥ti,
Dhaumyakṛtastotra,धौम्यकृतस्तोत्र,,,,,Dhaumyakṛtastotra
Dhuṇḍirāja,,Ḍhuṇḍhirāja,,,Ḍhuṇḍhirāja,
Dhvajāropaṇa,ध्वजारोपण,,,,,Dhvajāropaṇa
Dhyānadīpa,ध्यानदीप,Pañcadaśī,,,Pañcadaśī,
Dhātrīpūjana,धात्रीपूजन,,,,,Dhātrīpūjana
Dhātupāṭha,धातुपाठ,,,,,Dhātupāṭha
Dhūrtasvāmibhāṣyatīkā,धूर्तस्वामिभाष्यतीका,,,,,Dhūrtasvāmibhāṣyatīkā
Dinakaradyota,दिनकरद्योत,,,,,Dinakaradyota
Dravyaguṇaśataślokī,द्रव्यगुणशतश्लोकी,Dravyaguṇaśataka,,,Dravyaguṇaśataka,
Dravyakiraṇāvalīprakāśa,द्रव्यकिरणावलीप्रकाश,,,,,Dravyakiraṇāvalīprakāśa
Dravyapadārthaviveka,द्रव्यपदार्थविवेक,,,,,Dravyapadārthaviveka
Dr̥gdr̥śyaviveka ṭīkā,दृग्दृश्यविवेक टीका,,,,,Dr̥gdr̥śyaviveka ṭīkā
Durgāstotra,दुर्गास्तोत्र,Mahābhārata,महाभारत,,Mahābhārata,
Durjanamukhacapeṭikā,दुर्जनमुखचपेटिका,,,,,Durjanamukhacapeṭikā
Durjanamukhacapeṭikā,दुर्जनमुखचपचपेटिका,,,,,Durjanamukhacapeṭikā
Dvadaśamañjarikāstotra,द्वदशमञ्जरिकास्तोत्र,Bhajagovinda,,,Bhajagovinda,
Dvaitanirṇayasiddhāntasaṃgraha,द्वैतनिर्णयसिद्धान्तसंग्रह,,,,,Dvaitanirṇayasiddhāntasaṃgraha
Dvaitaviveka,द्वैतविवेक,,,,,Dvaitaviveka
Dvaitavivekaprakaraṇa,द्वैतविवेकप्रकरण,Pañcadaśī,,,Pañcadaśī,
Dvaitavivekaprakaraṇa,द्वैतविवेकप्रकरन्ण,Pañcadaśī,,,Pañcadaśī,
Dvitīyaskandhasaṃbandhipadabhāvārthadīpikā,द्वितीयस्कन्धसंबन्धिपदभावार्थदीपिका,Puranas,पुराण,,Puranas,
Dvādaśabhāvaphala,द्वादशभावफल,,,,,Dvādaśabhāvaphala
Dvādaśabhāvavicāra,द्वादशभावविचार,,,,,Dvādaśabhāvavicāra
Dvādaśamahāvākyavivaraṇa,द्वादशमहावाक्यविवरण,,,,,Dvādaśamahāvākyavivaraṇa
Dvādaśarāśisvarūpa,द्वादशराशिस्वरूप,,,,,Dvādaśarāśisvarūpa
Dvādaśastotra,द्वादशस्तोत्र,,,,,Dvādaśastotra
Dvādaśīnirṇaya,द्वादशीनिर्णय,,,,,Dvādaśīnirṇaya
Dvātriṃśadamarādhaślokāḥ,द्वात्रिंशदमराधश्लोकाः,,,,,Dvātriṃśadamarādhaślokāḥ
Dvāvadhikaśataślokīrāmāyaṇa,द्वावधिकशतश्लोकीरामायण,,,,,Dvāvadhikaśataślokīrāmāyaṇa
Dānacandrikā,दानचन्द्रिका,,,,,Dānacandrikā
Dānakhaṇḍa,दानखण्ड,,,,,Dānakhaṇḍa
Dānamayūkha,दानमयूख,Bhagavantabhāskara,,,Bhagavantabhāskara,
Dānaparibhāṣāprayoga,दानपरिभाषाप्रयोग,,,,,Dānaparibhāṣāprayoga
Dānapratigrahaviveka,दानप्रतिग्रहविवेक,,,,,Dānapratigrahaviveka
Dānavidhi,दानविधि,Puranas,,,Puranas,
Dīpadāna,दीपदान,,,,,Dīpadāna
Dīpaprayogaratnākara,दीपप्रयोगरत्नाकर,,,,,Dīpaprayogaratnākara
Dīpasthāna,दीपस्थान,,,,,Dīpasthāna
Dīpavyākaraṇa,दीपव्याकरण,,,,,Dīpavyākaraṇa
Ekanakṣatraśāntiprayoga,एकनक्षत्रशान्तिप्रयोग,,,,,Ekanakṣatraśāntiprayoga
Ekādaśaskandhabhāvārthasyadīpikā,एकादशस्कन्धभावार्थस्यदीपिका,Puranas,पुराण,,Puranas,
Ekādaśastotra,एकादशस्तोत्र,,,,,Ekādaśastotra
Ekādaśābhāgavataprāraṃbhaḥ śrīrāmajayarāmajayarāma,एकादशाभागवतप्रारंभः श्रीरामजयरामजयराम,Puranas,पुराण,,Puranas,
Ekādaśī,एकादशी,,,,,Ekādaśī
Ekādaśīmahātmya,एकादशीमहात्म्य,,,,,Ekādaśīmahātmya
Ekādaśīnirṇaya,एकादशीनिर्णय,,,,,Ekādaśīnirṇaya
Ekākṣaramahāgaṇapatimantravidhi,एकाक्षरमहागणपतिमन्त्रविधि,,,,,Ekākṣaramahāgaṇapatimantravidhi
Ekākṣaramālānighaṇṭu,,,,,,Ekākṣaramālānighaṇṭu
Four early upaniṣads,,,,,,Four early upaniṣads
Four tīrthaṅkaras,,,,,,Four tīrthaṅkaras
Fourteen yoga upaniṣads,,,,,,Fourteen yoga upaniṣads
Gajagaurīvrata,गजगौरीव्रत,,,,,Gajagaurīvrata
Gajendramokṣa,गजेन्द्रमोक्ष,Mahābhārata,,,Mahābhārata,
Gajendramokṣaṇa,गजेन्द्रमोक्षण,Mahābhārata,महाभारत,,Mahābhārata,
Gajendramokṣaṇastotra,गजेन्द्रमोक्षणस्तोत्र,Mahābhārata,महाभारत,,Mahābhārata,
Gakārādisahasranāmastotra,गकारादिसहस्रनामस्तोत्र,Tantras,,,Tantras,
Garbhagītā,गर्भगीता,,,,,Garbhagītā
Garbhopaniṣad,गर्भोपनिषद्,Upanishads,,,Upanishads,
Garuḍopaniṣad,गरुडोपनिषद्,,,,,Garuḍopaniṣad
Gaurījātaka,गौरीजातक,,,,,Gaurījātaka
Gaurījātakagrantha,गौरीजातकग्रन्थ,,,,,Gaurījātakagrantha
Gaurīmantra,गौरीमन्त्र,,,,,Gaurīmantra
Gauḍapādabhāṣyaṭīkā,गौडपादभाष्यटीका,,,,,Gauḍapādabhāṣyaṭīkā
Gayāprakaraṇa,गयाप्रकरण,Tristhalīsetu,,,Tristhalīsetu,
Gaṅgābhujaṃgastotra,गङ्गाभुजंगस्तोत्र,,,,,Gaṅgābhujaṃgastotra
Gaṅgālaharī,गङ्गालहरी,,,,,Gaṅgālaharī
Gaṅgāmāhātma,गङ्गामाहात्म,,,,,Gaṅgāmāhātma
Gaṅgāsahasranāman,गङ्गासहस्रनामन्,,,,,Puranas
Gaṅgāsahasranāman,गङ्गासहस्रनामन्,Puranas,,,Puranas,
Gaṅgāsahasranāmastotra,गङ्गासहस्रनामस्तोत्र,Puranas,,,Puranas,
Gaṅgāsnānaviddhi,गङ्गास्नानविद्धि,,,,,Gaṅgāsnānaviddhi
Gaṅgāstavastotra,गङ्गास्तवस्तोत्र,,,,,Gaṅgāstavastotra
Gaṅgāthanātaraṃga,गङ्गाथनातरंग,,,,,Gaṅgāthanātaraṃga
Gaṅgāṣṭaka,गङ्गाष्टक,,,,,Gaṅgāṣṭaka
Gaṅgāṣṭakastotra,गङ्गाष्टकस्तोत्र,,,,,Gaṅgāṣṭakastotra
Gaṇapati Aṣṭaśatanāmāvalī,,,,,,Gaṇapati Aṣṭaśatanāmāvalī
