script_note_as_recorded,script_note,script_label,aat_label,aat_id,wikidata_label,wikidata_qid
Script:  Written in a secretary cursive script.,a secretary cursive script,secretary cursive script,,,secretary hand,Q16933853
Script: Written in a German cursive script by Johann Epping (?).,a German cursive script by Johann Epping (?),cursive script,cursive scripts (general scripts by form),300375118,cursive,Q1079418
"Script: Written in a Gothic cursive script, with marginalia written in various hands.","a Gothic cursive script, with marginalia written in various hands",Gothic cursive script,Gothic cursive,300210180,Gothic cursive,Q33247994
Script: Written in various German cursive scripts by multiple hands.,various German cursive scripts by multiple hands,cursive script,cursive scripts (general scripts by form),300375118,cursive,Q1079418
Script: Written in a semigothic cursive; notes on original binding in a 17th-century cursive.,a semigothic cursive; notes on original binding in a 17th-century cursive,Semigothic cursive script,Protogothic,300379143,Protogothic,Q33247835
Script: Written in German cursive script.,German cursive script,cursive script,cursive scripts (general scripts by form),300375118,cursive,Q1079418
Script: Written in a German cursive hand. Pen trials on flyleaves.,a German cursive hand Pen trials on flyleaves,cursive script,cursive scripts (general scripts by form),300375118,cursive,Q1079418
"Script:  Written in various Gothic book hands, hybrid, and secretary scripts.","various Gothic book hands, hybrid, and secretary scripts",Gothic bookhand,Gothic scripts,300202638,Gothic minuscule,Q30894934
"Script:  Written in a humanistic cursive script, with inscriptional (square) capitals.","a humanistic cursive script, with inscriptional (square) capitals",cursive humanist script,humanistic cursive,300210205,humanistic cursive,Q33259624
Script:  Written in a secretary script.,a secretary script,secretary script,,,secretary hand,Q16933853
"Script: Written in a German cursive script, possibly by multiple hands.","a German cursive script, possibly by multiple hands",cursive script,cursive scripts (general scripts by form),300375118,cursive,Q1079418
"Script:  Written in a humanistic cursive book script by a single hand, with some contemporary notes in a second hand.","a humanistic cursive book script by a single hand, with some contemporary notes in a second hand",cursive humanist script,humanistic cursive,300210205,humanistic cursive,Q33259624
"Script: Written in a German cursive, with the decorative heading on f. 11r in a Gothic book hand; unidentified text on the pastedowns in Gothic book hand and secretary scripts.","a German cursive, with the decorative heading on f 11r in a Gothic book hand; unidentified text on the pastedowns in Gothic book hand and secretary scripts",cursive script,cursive scripts (general scripts by form),300375118,cursive,Q1079418
"Script: Written in humanistic cursive script, in multiple hands.","humanistic cursive script, in multiple hands",cursive humanist script,humanistic cursive,300210205,humanistic cursive,Q33259624
"Script:  Written in a Gothic book hand; f. 1-8 in an older, more formal hand, f.9-29 in a later, less decorative hand.","a Gothic book hand; f 1-8 in an older, more formal hand, f9-29 in a later, less decorative hand",Gothic bookhand,Gothic scripts,300202638,Gothic minuscule,Q30894934
Script:  Written in a German cursive script.,a German cursive script,cursive script,cursive scripts (general scripts by form),300375118,cursive,Q1079418
"Script: Written in a humanistic script, except work 5, written in a ""hasty cursive"" (Zacour-Hirsch).","a humanistic script, except work 5, written in a ""hasty cursive"" (Zacour-Hirsch)",cursive humanist script,humanistic cursive,300210205,humanistic cursive,Q33259624
Script: Written in a humanistic cursive script by a single hand; scribe was named Bernardinus (p. 61).,a humanistic cursive script by a single hand; scribe was named Bernardinus (p 61),cursive humanist script,humanistic cursive,300210205,humanistic cursive,Q33259624
"Script: Written in an italic script in two hands, alternating between hands throughout the text.","an italic script in two hands, alternating between hands throughout the text",italic script,,,Italic script,Q6093538
Script:  Written in a later German cursive in several hands.,a later German cursive in several hands,cursive script,cursive scripts (general scripts by form),300375118,cursive,Q1079418
"Script:  Works 1-3 written in a hybrid script, work 4 in a secretary script,  Gothic script on pastedowns.","Works 1-3 written in a hybrid script, work 4 in a secretary script,  Gothic script on pastedowns",hybrid script,Gothic scripts,300202638,Gothic minuscule,Q30894934
Script:  Written in a secretary hand by Ysidorus (f. 1r); text on vellum binding in a Gothic book hand.,a secretary hand by Ysidorus (f 1r); text on vellum binding in a Gothic book hand,secretary script,,,secretary hand,Q16933853
"Script: Written in various cursive scripts, with some headings in calligraphic bookhands.","various cursive scripts, with some headings in calligraphic bookhands",cursive script,cursive scripts (general scripts by form),300375118,cursive,Q1079418
"Script: Written in a secretary script, likely by several hands.","a secretary script, likely by several hands",secretary script,,,secretary hand,Q16933853
"Script: Written in a Gothic hybrid script, with later notes in another hand (f. 74r-74v).","a Gothic hybrid script, with later notes in another hand (f 74r-74v)",hybrid script,Gothic scripts,300202638,Gothic minuscule,Q30894934
"Script: Written in multiple cursive secretary hands, with marginal French notes in a later hand.","multiple cursive secretary hands, with marginal French notes in a later hand",cursive secretary script,,,secretary hand,Q16933853
Script: Written in an italic script in the hand of Hieronymus Murianus.,an italic script in the hand of Hieronymus Murianus,italic script,,,Italic script,Q6093538
"Script: Written in two Gothic book hands (f. 1r-12v, f.13r-20r).","two Gothic book hands (f 1r-12v, f13r-20r)",Gothic bookhand,Gothic scripts,300202638,Gothic minuscule,Q30894934
"Script:  Written in a hybrid script (larger for liturgical texts, smaller for liturgical directions) and a Gothic script (chant texts).","a hybrid script (larger for liturgical texts, smaller for liturgical directions) and a Gothic script (chant texts)",hybrid script,Gothic scripts,300202638,Gothic minuscule,Q30894934
Script: Written in multiple Gothic cursive hands.,multiple Gothic cursive hands,Gothic cursive script,Gothic cursive,300210180,Gothic cursive,Q33247994
Script:  Written in a Gothic bookhand; chant tunes written in Hufnagelschrift neumes.,a Gothic bookhand; chant tunes written in Hufnagelschrift neumes,Gothic bookhand,Gothic scripts,300202638,Gothic minuscule,Q30894934
Script:  Written in an Italian Bolognese Gothic book script.,an Italian Bolognese Gothic book script,Gothic bookhand,Gothic scripts,300202638,Gothic minuscule,Q30894934
Script:  Written in a Gothic cursive hand.,a Gothic cursive hand,Gothic cursive script,Gothic cursive,300210180,Gothic cursive,Q33247994
"Script:  Written in a Gothic script, with annotations in a secretary script.","a Gothic script, with annotations in a secretary script",Gothic script,Gothic scripts,300202638,Gothic minuscule,Q30894934
Script:  Written in several secretary hands.,several secretary hands,secretary script,,,secretary hand,Q16933853
Script: Annotations in a minuscule hand.,Annotations in a minuscule hand,minuscule script,minuscule,300194448,minuscule script,Q69523795
Script:  Written in a Gothic bookhand.,a Gothic bookhand,Gothic bookhand,Gothic scripts,300202638,Gothic minuscule,Q30894934
Script:  Written in a rounded humanistic bookhand; some opening and closing words in Roman capitals.,a rounded humanistic bookhand; some opening and closing words in Roman capitals,humanist script,humanistic scripts,00210204,humanist minuscule,Q3953117
Script:  Written in a variety of cursive scripts.,a variety of cursive scripts,cursive script,cursive scripts (general scripts by form),300375118,cursive,Q1079418
"Script:  Written in a variety of humanistic cursive hands, in part by Gibertus (f. 25r).","a variety of humanistic cursive hands, in part by Gibertus (f 25r)",cursive humanist script,humanistic cursive,300210205,humanistic cursive,Q33259624
Script:  Written in a variety of secretary and cursive hands.,a variety of secretary and cursive hands,secretary script,,,secretary hand,Q16933853
"Script: Written in a Bavarian Gothic cursive hand, with marginal notes in a different cursive hand.","a Bavarian Gothic cursive hand, with marginal notes in a different cursive hand",Gothic cursive script,Gothic cursive,300210180,Gothic cursive,Q33247994
Script: Written in a variety of cursive scripts by multiple hands.,a variety of cursive scripts by multiple hands,cursive script,cursive scripts (general scripts by form),300375118,cursive,Q1079418
Script:  Written in a cursive hand.,a cursive hand,cursive script,cursive scripts (general scripts by form),300375118,cursive,Q1079418
Script: Written in a cursive script perhaps by multiple hands.,"a cursive script, perhaps by multiple hands",cursive script,cursive scripts (general scripts by form),300375118,cursive,Q1079418
"Script:  Written in a cursive script, perhaps by multiple hands, including those of Luigi and Alamanno de' Medici.","a cursive script, perhaps by multiple hands, including those of Luigi and Alamanno de' Medici",cursive script,cursive scripts (general scripts by form),300375118,cursive,Q1079418
"Script: Written in a cursive script, perhaps by multiple hands, including Antonio Ciarfalli.","a cursive script, perhaps by multiple hands, including Antonio Ciarfalli",cursive script,cursive scripts (general scripts by form),300375118,cursive,Q1079418
"Script: Written in a cursive script, perhaps by multiple hands, including the one of Francesco di Domenico di Nanni.","a cursive script, perhaps by multiple hands, including the one of Francesco di Domenico di Nanni",cursive script,cursive scripts (general scripts by form),300375118,cursive,Q1079418
"Script:  Written in two Gothic bookhands (f. 1r-51r, 51v-59r).","two Gothic bookhands (f 1r-51r, 51v-59r)",Gothic bookhand,Gothic scripts,300202638,Gothic minuscule,Q30894934
Script: Written in a northern Italian cancelleresca script by what appears to be a single hand.,a northern Italian cancelleresca script by what appears to be a single hand,cancelleresca,,,chancery hand,Q2849287
Script: Written by at least three hands (folios 1-81; 82-126; 127-134) in Gothica textualis.,Written by at least three hands (folios 1-81; 82-126; 127-134) in Gothica textualis,Gothic textualis,Gothic scripts,300195226,Gothic minuscule,Q30894934
"Script: Bâtarde, several hands.","Bâtarde, several hands",Batarde,bastarda,300210195,Bastarda,Q32267
Script: Mercantesca,Mercantesca,mercantesca,,,Scrittura mercantesca,Q63526527
Script: Written by two hands in Gothic minuscule (hand 1: folios 1r-7v and catchwords; hand 2: folios 8r-64v).,Written by two hands in Gothic minuscule (hand 1: folios 1r-7v and catchwords; hand 2: folios 8r-64v),Gothic script,Gothic scripts,300202638,Gothic minuscule,Q30894934
Script: Written by a single hand in Bâtarde.,Written by a single hand in Bâtarde,Batarde,bastarda,300210195,Bastarda,Q32267
Script: Written by Johannes Baldung in Gothic cursive.,Written by Johannes Baldung in Gothic cursive,Gothic cursive script,Gothic cursive,300210180,Gothic cursive,Q33247994
Script: Written by a single hand (?) in Gothic rotunda.,Written by a single hand (?) in Gothic rotunda,Gothic rotunda script,rotunda (script),300417901,Rotunda,Q1418954
