row_index,workflow_history,name_as_recorded,role,name_agr,source_authority_uri,instance_of,authorized_label,structured_value
37,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.223Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.356Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.728Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.683Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.473Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.103Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.236Z",Acquired in 1989 from P. Pirages.,former owner,,,,,
38,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.223Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.356Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.728Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.683Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.473Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.103Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.236Z",Acquired in 1990 from P. Pirages.,former owner,,,,,
39,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.223Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.356Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.728Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.683Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.473Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.103Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.236Z",Acquired in 1991 from P. Pirages.,former owner,,,,,
40,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.223Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.356Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.728Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.683Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.474Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.103Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.236Z",Acquired in 2000 from H.P. Kraus.,former owner,,,,,
41,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.223Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.356Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.728Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.683Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.474Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.103Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.236Z","Acquired prior to 1952, probably from Edward L. Stevenson (1858-1944).",former owner,,,,,
42,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.223Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.356Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.729Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.683Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.474Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.103Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.236Z",Added notes and leaves suggest use by a Franciscan convent; acquired by the Bancroft Library UC Berkeley from Bernard Rosenthal (1991). Previous call number ff2MS M2150 1500z.,former owner,,,,,
43,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.223Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.356Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.729Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.683Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.474Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.103Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.236Z","Aditya Bahadur Dinha, Mahārāja",former owner.,,,,,
44,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.223Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.356Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.729Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.683Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.474Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.103Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.236Z",Aegidius de Fuscarariis,author,,,human,Egidio Foscarari,Q41569530
45,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.223Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.356Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.729Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.683Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.474Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.103Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.236Z",Aegidius of Paris (Aegidius Parisiensis),author,,,human,Gilles de Paris,Q5355
46,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.223Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.356Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.729Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.683Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.474Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.103Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.236Z","Aga Khan, Sadruddin, Prince, 1933-2003",former owner.,,,human,Prince Sadruddin Aga Khan,Q123987
47,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.223Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.356Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.729Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.683Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.474Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.103Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.236Z",Agostino Staccoli,author,,,human,Agostino Staccoli,Q45535876
48,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.223Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.356Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.729Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.683Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.474Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.103Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.236Z",Aḥmad al-Mudarris,former owner.,احمد المدرس،,,,,
49,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.223Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.356Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.729Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.683Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.474Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.104Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.236Z",Aḥmad ibn Mubārak Luṭf Allāh,former owner.,احمد بن مبارك لطف الله،,,,,
50,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.001Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.223Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.356Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.729Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.683Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.474Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.104Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.236Z","Akhaṇḍānanda, Muni",author,,,,,
51,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.001Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.223Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.356Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.729Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.683Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.474Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.104Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.236Z","Akhtarī, Muṣṭafá ibn Aḥmad, -1560 or 1561",author,اختري، مصطفى بن احمد,,,,
52,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.001Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.223Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.356Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.729Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.683Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.474Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.104Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.237Z",Alain Chartier,author,,,human,Alain Chartier,Q982038
53,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.001Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.223Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.356Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.729Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.683Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.474Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.104Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.237Z","Alāʼīyawī, Maḥmūd ibn ʻAbd al-Raḥmān",author,,,,,
54,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.001Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.223Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.356Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.729Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.683Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.474Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.104Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.237Z","Albertano, da Brescia, active 13th century",author,,http://id.loc.gov/authorities/names/n86825133.html,human,Albertanus of Brescia,Q2831705
55,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.001Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.223Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.356Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.729Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.683Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.474Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.104Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.237Z",Albertus Magnus,author,,,human,Albertus Magnus,Q60059
56,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.001Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.223Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.356Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.729Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.683Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.474Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.104Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.237Z","Albertus, Magnus, Saint, 1193?-1280",author,,http://id.loc.gov/authorities/names/n81007973.html,human,Albertus Magnus,Q60059
57,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.001Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.223Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.356Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.729Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.683Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.474Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.104Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.237Z","Albertus, Magnus, Saint, 1193?-1280",author,,,human,Albertus Magnus,Q60059
58,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.001Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.223Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.356Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.729Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.683Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.474Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.104Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.237Z","Albertus, Magnus, Saint, 1193?-1280",attributed name.,,,human,Albertus Magnus,Q60059
59,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.001Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.223Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.358Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.729Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.683Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.474Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.104Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.237Z",Alcuin,author,,,human,Alcuin,Q154332
60,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.001Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.223Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.358Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.729Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.683Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.474Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.104Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.237Z",Aldobrandino da Siena,author,,,human,Aldobrandino da Siena,Q2832270
61,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.001Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.223Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.358Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.729Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.683Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.474Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.104Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.237Z","Alfred Morrison (1821-1897), his by 1882; his sale, Sotheby’s, 10 December 1917, lot 500; C. L. Ricketts, bought from P. M. Barnard, cat. 122 (1921), no. 245; acquired by the Lilly Library with the Ricketts Collection in 1961.",former owner,,,,,
62,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.001Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.223Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.358Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.729Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.683Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.474Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.104Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.237Z","Alighieri, Jacopo. ""Capitoli sulla Divina commedia di Dante Alighieri,"" 197v-198:",author,,,human,Jacopo Alighieri,Q1161153
63,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.001Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.223Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.358Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.729Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.683Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.474Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.104Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.237Z","Alleyn, James",former owner.,,,human,Sir James Alleyn,Q56063918
64,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.001Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.223Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.358Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.729Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.683Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.474Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.104Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.237Z","Almost certainly acquired in fall, 1930, from Dr. Erich Junkelmann of Munich. Earlier (pre-1956?) call number: Cabinet 28, Folder 3.",former owner,,,,,
65,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.001Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.223Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.358Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.729Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.683Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.474Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.104Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.237Z","Almost certainly from the Cistercian abbey of Pontigny, and probably from the Volumine uno, Decreta Gratiani no. 153 in the late twelfth century catalogue of Pontigny, no. 100 in the early seventeenth-century catalogue, no. 235 in the catalogue of 1778, no. 7 in the catalogue of 1791, and finally no. 73 in the list prepared after the sequestration of Pontigny at the French Revolution, described there as in-folio atlantico, elegans et completus dismembered probably in Auxerre in the early nineteenth century; John William Bradley (1830-1916), who gave it to C. L. Ricketts in 1913; acquired by the Lilly Library with the Ricketts Collection in 1961.",former owner,,,,,
66,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.001Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.223Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.358Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.729Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.683Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.474Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.104Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.237Z",Alulfus of Tournai,author,,,human,Alulphe of Tournai,Q46592455
67,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.001Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.223Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.358Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.729Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.683Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.474Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.104Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.237Z",Ambrose,author,,,human,Ambrose,Q43689
68,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.001Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.223Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.358Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.729Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.683Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.474Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.104Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.237Z",Ambrose of Milan,author,,http://viaf.org/viaf/100227669,human,Ambrose,Q43689
69,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.001Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.223Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.358Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.729Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.683Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.474Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.104Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.237Z",Andrea Alciati,author,,,human,Andrea Alciato,Q464471
70,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.001Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.223Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.358Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.729Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.683Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.474Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.104Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.237Z","Andreas Weiss (1590); James P. R. Lyell; bequest of James K. Moffitt to the Bancroft Library UC Berkeley (1956). Previous call numbers MAR 37, f2MS B765 A4C6.",former owner,,,,,
71,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.001Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.223Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.358Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.729Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.683Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.474Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.104Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.237Z","Anne Holte (1733-1799), wife of Sir Charles Holte (1721-1782), with her signature on the flyleaf; armorial bookplate with the arms of her daughter Mary Elizabeth (1757-1819) impaling those of Mary’s husband, Abraham Bracebridge (c. 1747-1832), of Atherstone Hall, Warwickshire; note by their son, Charles Holte Bracebridge (1799-1872), formerly enclosed, ""This Missal dated 1640 has been preserved in my family up to this time"", Atherstone, 20 May 1871 (mistaking a number ‘1640’ on the front pastedown for a date); Leighton, cat. II, 3 (May 1921), no. 1726; C. L. Ricketts; acquired by the Lilly Library with the Ricketts Collection in 1961.",former owner,,,,,
