row_index,workflow_history,name_as_recorded,role,name_agr,source_authority_uri,authorized_label,instance_of,structured_value
36,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.371Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.860Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.522Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.179Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.444Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.963Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.178Z","Acquired from Thorpe in 1824 by Sir Thomas Phillipps, his n. 2703; sold at Sotheby's (27 April 1903, lot 144); acquired by the Bancroft Library UC Berkeley from Sotheby's (11 July 1966, lot 246). Previous call number 2MS BS2632 L15.",former owner,,,,,
37,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.371Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.860Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.522Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.179Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.444Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.963Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.178Z",Acquired in 1989 from P. Pirages.,former owner,,,,,
38,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.371Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.861Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.522Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.179Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.444Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.963Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.178Z",Acquired in 1990 from P. Pirages.,former owner,,,,,
39,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.371Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.861Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.522Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.179Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.444Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.963Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.178Z",Acquired in 1991 from P. Pirages.,former owner,,,,,
40,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.371Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.861Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.522Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.179Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.444Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.963Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.179Z",Acquired in 2000 from H.P. Kraus.,former owner,,,,,
41,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.371Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.861Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.522Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.179Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.444Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.963Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.179Z","Acquired prior to 1952, probably from Edward L. Stevenson (1858-1944).",former owner,,,,,
42,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.371Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.861Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.522Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.179Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.444Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.963Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.179Z",Added notes and leaves suggest use by a Franciscan convent; acquired by the Bancroft Library UC Berkeley from Bernard Rosenthal (1991). Previous call number ff2MS M2150 1500z.,former owner,,,,,
43,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.371Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.861Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.522Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.179Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.444Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.963Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.179Z","Aditya Bahadur Dinha, Mahārāja,",former owner.,,,,,
44,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.371Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.861Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.522Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.179Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.444Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.963Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.179Z",Aegidius de Fuscarariis,author,,,Egidio Foscarari,human,Q41569530
45,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.371Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.861Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.522Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.179Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.444Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.963Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.179Z",Aegidius of Paris (Aegidius Parisiensis),author,,,Gilles de Paris,human,Q5355
46,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.371Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.861Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.522Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.179Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.444Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.963Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.179Z",Agostino Staccoli,author,,,Agostino Staccoli,human,Q45535876
47,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.371Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.861Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.522Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.179Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.444Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.963Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.179Z","Aḥmad al-Mudarris,",former owner.,احمد المدرس،,,,,
48,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.371Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.861Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.522Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.179Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.444Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.963Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.179Z","Aḥmad ibn Mubārak Luṭf Allāh,",former owner.,احمد بن مبارك لطف الله،,,,,
49,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.371Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.861Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.522Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.179Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.444Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.964Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.179Z","Akhaṇḍānanda, Muni.",author,,,,,
50,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.371Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.861Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.522Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.179Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.444Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.964Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.179Z","Akhtarī, Muṣṭafá ibn Aḥmad, -1560 or 1561.",author,اختري، مصطفى بن احمد.,,,,
51,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.371Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.861Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.522Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.179Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.444Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.964Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.179Z",Alain Chartier,author,,,Alain Chartier,human,Q982038
52,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.371Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.861Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.522Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.179Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.444Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.964Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.179Z","Alāʼīyawī, Maḥmūd ibn ʻAbd al-Raḥmān.",author,,,,,
53,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.371Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.861Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.522Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.179Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.444Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.964Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.179Z","Albertano, da Brescia, active 13th century",author,,http://id.loc.gov/authorities/names/n86825133.html,Albertanus of Brescia,human,Q2831705
54,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.371Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.861Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.522Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.179Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.444Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.964Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.179Z",Albertus Magnus,author,,,Albertus Magnus,human,Q60059
55,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.371Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.861Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.522Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.179Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.444Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.964Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.179Z","Albertus, Magnus, Saint, 1193?-1280",author,,http://id.loc.gov/authorities/names/n81007973.html,Albertus Magnus,human,Q60059
56,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.371Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.861Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.522Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.179Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.444Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.964Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.179Z","Albertus, Magnus, Saint, 1193?-1280,",attributed name.,,,Albertus Magnus,human,Q60059
57,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.371Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.861Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.522Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.179Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.444Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.964Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.179Z","Albertus, Magnus, Saint, 1193?-1280.",author,,,Albertus Magnus,human,Q60059
58,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.371Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.861Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.522Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.179Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.444Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.964Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.179Z",Alcuin,author,,,Alcuin,human,Q154332
59,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.371Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.861Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.522Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.179Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.444Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.964Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.179Z",Aldobrandino da Siena,author,,,Aldobrandino da Siena,human,Q2832270
60,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.371Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.861Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.522Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.179Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.444Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.964Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.179Z","Alfred Morrison (1821-1897), his by 1882; his sale, Sotheby’s, 10 December 1917, lot 500; C. L. Ricketts, bought from P. M. Barnard, cat. 122 (1921), no. 245; acquired by the Lilly Library with the Ricketts Collection in 1961.",former owner,,,,,
61,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.371Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.861Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.522Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.179Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.444Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.964Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.179Z","Alighieri, Jacopo. ""Capitoli sulla Divina commedia di Dante Alighieri,"" 197v-198:",author,,,Jacopo Alighieri,human,Q1161153
62,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.371Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.861Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.522Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.179Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.444Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.964Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.179Z","Alleyn, James,",former owner.,,,Sir James Alleyn,human,Q56063918
63,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.371Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.861Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.522Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.179Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.444Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.964Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.179Z","Almost certainly acquired in fall, 1930, from Dr. Erich Junkelmann of Munich. Earlier (pre-1956?) call number: Cabinet 28, Folder 3.",former owner,,,,,
64,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.371Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.861Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.522Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.179Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.444Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.964Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.179Z","Almost certainly from the Cistercian abbey of Pontigny, and probably from the Volumine uno, Decreta Gratiani no. 153 in the late twelfth century catalogue of Pontigny, no. 100 in the early seventeenth-century catalogue, no. 235 in the catalogue of 1778, no. 7 in the catalogue of 1791, and finally no. 73 in the list prepared after the sequestration of Pontigny at the French Revolution, described there as in-folio atlantico, elegans et completus dismembered probably in Auxerre in the early nineteenth century; John William Bradley (1830-1916), who gave it to C. L. Ricketts in 1913; acquired by the Lilly Library with the Ricketts Collection in 1961.",former owner,,,,,
65,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.371Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.861Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.522Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.179Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.444Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.964Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.179Z",Alulfus of Tournai,author,,,Alulphe of Tournai,human,Q46592455
66,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.371Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.861Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.522Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.179Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.444Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.964Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.179Z",Ambrose,author,,,Ambrose,human,Q43689
67,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.371Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.861Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.522Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.179Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.444Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.964Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.179Z",Ambrose of Milan,author,,http://viaf.org/viaf/100227669,Ambrose,human,Q43689
68,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.371Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.861Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.523Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.179Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.444Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.964Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.179Z",Andrea Alciati,author,,,Andrea Alciato,human,Q464471
69,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.371Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.861Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.523Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.179Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.445Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.964Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.179Z","Andreas Weiss (1590); James P. R. Lyell; bequest of James K. Moffitt to the Bancroft Library UC Berkeley (1956). Previous call numbers MAR 37, f2MS B765 A4C6.",former owner,,,,,
70,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.371Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.861Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.523Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.179Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.445Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.964Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.179Z","Anne Holte (1733-1799), wife of Sir Charles Holte (1721-1782), with her signature on the flyleaf; armorial bookplate with the arms of her daughter Mary Elizabeth (1757-1819) impaling those of Mary’s husband, Abraham Bracebridge (c. 1747-1832), of Atherstone Hall, Warwickshire; note by their son, Charles Holte Bracebridge (1799-1872), formerly enclosed, ""This Missal dated 1640 has been preserved in my family up to this time"", Atherstone, 20 May 1871 (mistaking a number ‘1640’ on the front pastedown for a date); Leighton, cat. II, 3 (May 1921), no. 1726; C. L. Ricketts; acquired by the Lilly Library with the Ricketts Collection in 1961.",former owner,,,,,
71,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.371Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.861Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.523Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.179Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.445Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.964Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.179Z","Anne of Brittany (1477-1514) and her husband Louis XII (1462-1515, king of France 1498-1515); C. L. Ricketts, bought from Joseph Martini, 1914; acquired by the Lilly Library with the Ricketts Collection in 1961.",former owner,,,,,
72,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.371Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.861Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.523Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.179Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.445Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.964Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.179Z",Anonymous friend of Savonarola?,author,,,,,
73,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-24T01:51:33.371Z | NAME RECON STEP 3: START HUMAN RECON 2022-05-24T02:03:41.861Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:04:57.523Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-05-24T02:13:30.179Z | NAME RECON STEP 6: START ORG RECON 2022-05-24T02:26:02.445Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-05-24T02:27:18.964Z | NAME RECON STEP 9: FINALIZED 2022-05-24T02:29:25.179Z",Anselm,author,,,Anselm of Canterbury,human,Q43939
